accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.613,0.185185185185185,0.275,0.6975,0.221327967806841,0.17378999519622
0.584,0.14,0.21,0.6775,0.168,0.161208110062463
0.61,0.179054054054054,0.265,0.69625,0.213709677419355,0.179822553010396
0.588,0.146666666666667,0.22,0.68,0.176,0.171538400204917
0.588,0.146666666666667,0.22,0.68,0.176,0.171938200343303
