name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
kMRCD,0.733,0.320855614973262,0.3,0.84125,0.310077519379845,0.275660794165767
kMRCD,0.56,0.26,0.65,0.5375,0.371428571428571,0.281119649867267
kMRCD,0.542,0.242,0.605,0.52625,0.345714285714286,0.261918872301199
kMRCD,0.528,0.228,0.57,0.5175,0.325714285714286,0.254187050755722
kMRCD,0.57,0.27,0.675,0.54375,0.385714285714286,0.290651501350055
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.302913859365583
kMRCD,0.558,0.258,0.645,0.53625,0.368571428571429,0.294120397745336
kMRCD,0.552,0.252,0.63,0.5325,0.36,0.286268030897189
kMRCD,0.548,0.248,0.62,0.53,0.354285714285714,0.289788911311766
kMRCD,0.542,0.242,0.605,0.52625,0.345714285714286,0.25313212794961
kMRCD,0.566,0.266,0.665,0.54125,0.38,0.288458503140339
kMRCD,0.542,0.242,0.605,0.52625,0.345714285714286,0.300234424710074
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.292397612553807
kMRCD,0.586,0.286,0.715,0.55375,0.408571428571429,0.317868970768249
kMRCD,0.8,NaN,0,1,0,0.331767696508333
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.305856879652527
kMRCD,0.546,0.246,0.615,0.52875,0.351428571428571,0.281263263376312
kMRCD,0.728,0.314432989690722,0.305,0.83375,0.309644670050761,0.303843635387008
kMRCD,0.578,0.278,0.695,0.54875,0.397142857142857,0.30409082281116
kMRCD,0.548,0.248,0.62,0.53,0.354285714285714,0.268190491098483
kMRCD,0.594,0.27991452991453,0.655,0.57875,0.392215568862275,0.287621204678462
kMRCD,0.532,0.232,0.58,0.52,0.331428571428571,0.283250384030698
kMRCD,0.57,0.27,0.675,0.54375,0.385714285714286,0.332312691882385
kMRCD,0.532,0.232,0.58,0.52,0.331428571428571,0.25892144432171
kMRCD,0.568,0.268,0.67,0.5425,0.382857142857143,0.30048190208041
kMRCD,0.57,0.27,0.675,0.54375,0.385714285714286,0.323656373452853
kMRCD,0.544,0.244,0.61,0.5275,0.348571428571429,0.263444954452205
kMRCD,0.57,0.27,0.675,0.54375,0.385714285714286,0.321326833128127
kMRCD,0.572,0.272,0.68,0.545,0.388571428571429,0.299333522787942
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.293920030735549
kMRCD,0.574,0.274,0.685,0.54625,0.391428571428571,0.318917082730099
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.29063950601037
kMRCD,0.533,0.232464929859719,0.58,0.52125,0.331902718168813,0.247745822973447
kMRCD,0.562,0.262,0.655,0.53875,0.374285714285714,0.307727375282418
kMRCD,0.552,0.252,0.63,0.5325,0.36,0.272780436120804
kMRCD,0.576,0.276,0.69,0.5475,0.394285714285714,0.35008474220335
kMRCD,0.726,0.298913043478261,0.275,0.83875,0.286458333333333,0.289052404942142
kMRCD,0.672,0.289473684210526,0.44,0.73,0.349206349206349,0.290036526994193
kMRCD,0.548,0.248,0.62,0.53,0.354285714285714,0.282253040583059
kMRCD,0.56,0.26,0.65,0.5375,0.371428571428571,0.290307901075666
kMRCD,0.544,0.244,0.61,0.5275,0.348571428571429,0.284462346746639
kMRCD,0.544,0.244,0.61,0.5275,0.348571428571429,0.280354369558582
kMRCD,0.79,0.307692307692308,0.04,0.9775,0.0707964601769911,0.305496309341563
kMRCD,0.556,0.256,0.64,0.535,0.365714285714286,0.283498679898596
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.308307021464129
lof,0.568,0.268,0.67,0.5425,0.382857142857143,0.309435410934379
lof,0.53,0.23,0.575,0.51875,0.328571428571429,0.236934541216714
lof,0.544,0.244,0.61,0.5275,0.348571428571429,0.245554769954949
lof,0.556,0.256,0.64,0.535,0.365714285714286,0.329082713671284
lof,0.558,0.258,0.645,0.53625,0.368571428571429,0.306522260885988
lof,0.572,0.272,0.68,0.545,0.388571428571429,0.314291957934188
lof,0.566,0.266,0.665,0.54125,0.38,0.246927526952683
lof,0.592,0.292,0.73,0.5575,0.417142857142857,0.295284418703599
lof,0.532,0.232,0.58,0.52,0.331428571428571,0.2500677664174
lof,0.542,0.242,0.605,0.52625,0.345714285714286,0.255813408153305
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.285377401978379
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.278469926142409
lof,0.524,0.224,0.56,0.515,0.32,0.22798388098731
lof,0.534,0.234,0.585,0.52125,0.334285714285714,0.254694660054213
lof,0.534,0.234,0.585,0.52125,0.334285714285714,0.24317037862602
lof,0.558,0.258,0.645,0.53625,0.368571428571429,0.252015950377542
lof,0.548,0.248,0.62,0.53,0.354285714285714,0.27214894928025
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.257405971589432
lof,0.568,0.268,0.67,0.5425,0.382857142857143,0.243743803140547
lof,0.554,0.254,0.635,0.53375,0.362857142857143,0.291390628997973
lof,0.556,0.256,0.64,0.535,0.365714285714286,0.281720880146691
lof,0.524,0.224,0.56,0.515,0.32,0.228295257655215
lof,0.552,0.252,0.63,0.5325,0.36,0.295024638507305
lof,0.568,0.268,0.67,0.5425,0.382857142857143,0.331618473389564
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.261929588686521
lof,0.552,0.252,0.63,0.5325,0.36,0.286238840811245
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.274241251775531
lof,0.57,0.27,0.675,0.54375,0.385714285714286,0.302594122299317
lof,0.55,0.25,0.625,0.53125,0.357142857142857,0.301563114007148
lof,0.566,0.266,0.665,0.54125,0.38,0.288804724172745
lof,0.554,0.254,0.635,0.53375,0.362857142857143,0.284092053030717
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.278959918063957
lof,0.524,0.224,0.56,0.515,0.32,0.250340975662939
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.260008161152443
lof,0.572,0.272,0.68,0.545,0.388571428571429,0.294052303783322
lof,0.556,0.256,0.64,0.535,0.365714285714286,0.276198978555111
lof,0.544,0.244,0.61,0.5275,0.348571428571429,0.287863285592338
lof,0.538,0.238,0.595,0.52375,0.34,0.259281247337101
lof,0.552,0.252,0.63,0.5325,0.36,0.297156983882403
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.254284201015606
lof,0.572,0.272,0.68,0.545,0.388571428571429,0.296746077988743
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.309342326284871
lof,0.552,0.252,0.63,0.5325,0.36,0.258871113800442
lof,0.534,0.234,0.585,0.52125,0.334285714285714,0.280692173522879
lof,0.552,0.252,0.63,0.5325,0.36,0.284826133983911
lof,0.534,0.234,0.585,0.52125,0.334285714285714,0.234603533055716
lof,0.54,0.24,0.6,0.525,0.342857142857143,0.256724328981592
lof,0.542,0.242,0.605,0.52625,0.345714285714286,0.261429459526305
lof,0.552,0.252,0.63,0.5325,0.36,0.269314090352878
lof,0.572,0.272,0.68,0.545,0.388571428571429,0.300377420816291
lof,0.544,0.244,0.61,0.5275,0.348571428571429,0.275605845637814
lof,0.604,0.304,0.76,0.565,0.434285714285714,0.374946971575581
lof,0.584,0.284,0.71,0.5525,0.405714285714286,0.303525046896118
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.311682184834342
lof,0.548,0.248,0.62,0.53,0.354285714285714,0.272979264380334
lof,0.542,0.242,0.605,0.52625,0.345714285714286,0.254321769188584
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.279156502100264
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.249049103604799
lof,0.516,0.216,0.54,0.51,0.308571428571429,0.210176810547449
lof,0.552,0.252,0.63,0.5325,0.36,0.253755049991398
lof,0.564,0.264,0.66,0.54,0.377142857142857,0.29882870841172
lof,0.526,0.226,0.565,0.51625,0.322857142857143,0.239726657939225
lof,0.552,0.252,0.63,0.5325,0.36,0.26217680454639
lof,0.556,0.256,0.64,0.535,0.365714285714286,0.27721227476893
lof,0.544,0.244,0.61,0.5275,0.348571428571429,0.234300757812805
lof,0.578,0.278,0.695,0.54875,0.397142857142857,0.284747559127086
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.267230877790901
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.255252763722238
lof,0.59,0.29,0.725,0.55625,0.414285714285714,0.310215167039273
lof,0.578,0.278,0.695,0.54875,0.397142857142857,0.311305861172849
lof,0.532,0.232,0.58,0.52,0.331428571428571,0.262695562263753
lof,0.548,0.248,0.62,0.53,0.354285714285714,0.304502165356471
lof,0.554,0.254,0.635,0.53375,0.362857142857143,0.270192315613622
lof,0.57,0.27,0.675,0.54375,0.385714285714286,0.319566094132126
lof,0.564,0.264,0.66,0.54,0.377142857142857,0.270979779051495
lof,0.566,0.266,0.665,0.54125,0.38,0.294825852648642
lof,0.54,0.24,0.6,0.525,0.342857142857143,0.259506249500731
lof,0.566,0.266,0.665,0.54125,0.38,0.309628167216593
lof,0.538,0.238,0.595,0.52375,0.34,0.245424951518873
lof,0.584,0.284,0.71,0.5525,0.405714285714286,0.324066786824934
lof,0.558,0.258,0.645,0.53625,0.368571428571429,0.295796611385612
lof,0.55,0.25,0.625,0.53125,0.357142857142857,0.272487933880797
lof,0.558,0.258,0.645,0.53625,0.368571428571429,0.308616517915145
lof,0.554,0.254,0.635,0.53375,0.362857142857143,0.265074700182939
lof,0.562,0.262,0.655,0.53875,0.374285714285714,0.268503169619163
lof,0.564,0.264,0.66,0.54,0.377142857142857,0.285078672062163
lof,0.542,0.242,0.605,0.52625,0.345714285714286,0.249782624405216
lof,0.566,0.266,0.665,0.54125,0.38,0.269859572865843
lof,0.578,0.278,0.695,0.54875,0.397142857142857,0.29609946013531
lof,0.548,0.248,0.62,0.53,0.354285714285714,0.278777708658783
lof,0.552,0.252,0.63,0.5325,0.36,0.29525616754677
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.282029633868897
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.272665357624023
lof,0.546,0.246,0.615,0.52875,0.351428571428571,0.277474099496586
lof,0.548,0.248,0.62,0.53,0.354285714285714,0.272104494239497
lof,0.526,0.226,0.565,0.51625,0.322857142857143,0.276751100897312
lof,0.566,0.266,0.665,0.54125,0.38,0.264994552401226
lof,0.56,0.26,0.65,0.5375,0.371428571428571,0.284756113448097
lof,0.55,0.25,0.625,0.53125,0.357142857142857,0.270304290407165
iforest,0.583,0.28169014084507,0.7,0.55375,0.401721664275466,0.296702899846901
iforest,0.575,0.271805273833671,0.67,0.55125,0.386724386724387,0.290541365896084
iforest,0.534,0.230769230769231,0.57,0.525,0.328530259365994,0.247507552102443
iforest,0.552,0.247967479674797,0.61,0.5375,0.352601156069364,0.246372882731508
iforest,0.549,0.246464646464646,0.61,0.53375,0.351079136690647,0.280206606906839
iforest,0.548,0.248,0.62,0.53,0.354285714285714,0.269841264720758
iforest,0.581,0.278787878787879,0.69,0.55375,0.397122302158273,0.307537773939959
iforest,0.559,0.256565656565657,0.635,0.54,0.365467625899281,0.273759440510303
iforest,0.561,0.258585858585859,0.64,0.54125,0.368345323741007,0.252008204777689
iforest,0.533,0.232464929859719,0.58,0.52125,0.331902718168813,0.242038340737007
iforest,0.555,0.254509018036072,0.635,0.535,0.363376251788269,0.242209100807717
iforest,0.577,0.276553106212425,0.69,0.54875,0.394849785407725,0.295749252923018
iforest,0.569,0.265720081135903,0.655,0.5475,0.378066378066378,0.275954318814704
iforest,0.553,0.250505050505051,0.62,0.53625,0.356834532374101,0.259726604731723
iforest,0.531,0.227180527383367,0.56,0.52375,0.323232323232323,0.248190494509958
iforest,0.55,0.247983870967742,0.615,0.53375,0.353448275862069,0.250349669783441
iforest,0.546,0.242914979757085,0.6,0.5325,0.345821325648415,0.272013729411191
iforest,0.553,0.250505050505051,0.62,0.53625,0.356834532374101,0.287330309485134
iforest,0.549,0.24748490945674,0.615,0.5325,0.352941176470588,0.270211762714325
iforest,0.565,0.263581488933602,0.655,0.5425,0.375896700143472,0.276582767975038
iforest,0.569,0.265720081135903,0.655,0.5475,0.378066378066378,0.285067543931793
iforest,0.549,0.24748490945674,0.615,0.5325,0.352941176470588,0.244692009020562
iforest,0.546,0.239754098360656,0.585,0.53625,0.340116279069767,0.240829526874715
iforest,0.567,0.26369168356998,0.65,0.54625,0.375180375180375,0.280523076621069
iforest,0.573,0.272545090180361,0.68,0.54625,0.389127324749642,0.299612397542742
iforest,0.557,0.254545454545455,0.63,0.53875,0.362589928057554,0.25907847712431
iforest,0.552,0.252,0.63,0.5325,0.36,0.299214277568696
iforest,0.562,0.258130081300813,0.635,0.54375,0.367052023121387,0.26372745916712
iforest,0.571,0.265848670756646,0.65,0.55125,0.377358490566038,0.290337016106035
iforest,0.568,0.268,0.67,0.5425,0.382857142857143,0.27927423392259
iforest,0.579,0.275862068965517,0.68,0.55375,0.392496392496393,0.28176817856883
iforest,0.576,0.271428571428571,0.665,0.55375,0.385507246376812,0.290293289924718
iforest,0.588,0.286290322580645,0.71,0.5575,0.408045977011494,0.291345065202141
iforest,0.571,0.266802443991853,0.655,0.55,0.379160636758321,0.276916599351946
iforest,0.571,0.269617706237425,0.67,0.54625,0.384505021520803,0.288872248508618
iforest,0.572,0.269230769230769,0.665,0.54875,0.38328530259366,0.274359802867621
iforest,0.558,0.255060728744939,0.63,0.54,0.363112391930836,0.266050236175672
iforest,0.551,0.248484848484848,0.615,0.535,0.353956834532374,0.257024227314687
iforest,0.527,0.226452905811623,0.565,0.5175,0.323319027181688,0.24904282252147
iforest,0.564,0.260162601626016,0.64,0.545,0.369942196531792,0.276954589824673
iforest,0.561,0.259557344064386,0.645,0.54,0.370157819225251,0.251168651632663
iforest,0.564,0.261133603238866,0.645,0.54375,0.371757925072046,0.295507416257852
iforest,0.564,0.262096774193548,0.65,0.5425,0.373563218390805,0.303691726964632
iforest,0.564,0.262096774193548,0.65,0.5425,0.373563218390805,0.262061676685852
iforest,0.564,0.262096774193548,0.65,0.5425,0.373563218390805,0.29048477755057
iforest,0.532,0.230923694779116,0.575,0.52125,0.329512893982808,0.249797857515368
iforest,0.531,0.228282828282828,0.565,0.5225,0.325179856115108,0.238999647761604
iforest,0.558,0.256048387096774,0.635,0.53875,0.364942528735632,0.246454224460372
iforest,0.538,0.234817813765182,0.58,0.5275,0.334293948126801,0.246801020452407
iforest,0.545,0.240325865580448,0.59,0.53375,0.341534008683068,0.259824670879239
iforest,0.542,0.242,0.605,0.52625,0.345714285714286,0.248177705367166
iforest,0.572,0.265432098765432,0.645,0.55375,0.376093294460641,0.305154241979569
iforest,0.584,0.284,0.71,0.5525,0.405714285714286,0.322524349200466
iforest,0.556,0.256,0.64,0.535,0.365714285714286,0.268769592820414
iforest,0.576,0.273279352226721,0.675,0.55125,0.389048991354467,0.309911896649396
iforest,0.558,0.256048387096774,0.635,0.53875,0.364942528735632,0.27766573917021
iforest,0.559,0.256565656565657,0.635,0.54,0.365467625899281,0.272075461987575
iforest,0.57,0.268145161290323,0.665,0.54625,0.382183908045977,0.281678033764851
iforest,0.525,0.224448897795591,0.56,0.51625,0.320457796852647,0.240966307751287
iforest,0.546,0.244979919678715,0.61,0.53,0.349570200573066,0.246451030482922
iforest,0.553,0.25250501002004,0.63,0.53375,0.360515021459227,0.249631887624556
iforest,0.578,0.271604938271605,0.66,0.5575,0.384839650145773,0.281131041090265
iforest,0.544,0.240890688259109,0.595,0.53125,0.342939481268012,0.262719357408067
iforest,0.555,0.25050916496945,0.615,0.54,0.356005788712012,0.269537748286727
iforest,0.536,0.234939759036145,0.585,0.52375,0.335243553008596,0.262985454592672
iforest,0.536,0.236,0.59,0.5225,0.337142857142857,0.228934771896696
iforest,0.568,0.266129032258065,0.66,0.545,0.379310344827586,0.275483064870792
iforest,0.558,0.253061224489796,0.62,0.5425,0.359420289855072,0.302500416164098
iforest,0.569,0.266666666666667,0.66,0.54625,0.379856115107914,0.280955118149268
iforest,0.585,0.281947261663286,0.695,0.5575,0.401154401154401,0.311617178338056
iforest,0.559,0.256565656565657,0.635,0.54,0.365467625899281,0.293699884462574
iforest,0.55,0.25,0.625,0.53125,0.357142857142857,0.261309650671389
iforest,0.526,0.226,0.565,0.51625,0.322857142857143,0.254440131377932
iforest,0.549,0.244399185336049,0.6,0.53625,0.347322720694645,0.294041211998929
iforest,0.552,0.251004016064257,0.625,0.53375,0.358166189111748,0.276526108330371
iforest,0.548,0.248,0.62,0.53,0.354285714285714,0.278069639911684
iforest,0.564,0.264,0.66,0.54,0.377142857142857,0.277293431629106
iforest,0.566,0.265060240963855,0.66,0.5425,0.378223495702006,0.274003528328595
iforest,0.555,0.253521126760563,0.63,0.53625,0.36154949784792,0.284997572937172
iforest,0.549,0.243353783231084,0.595,0.5375,0.345428156748911,0.257374629283435
iforest,0.556,0.252032520325203,0.62,0.54,0.358381502890173,0.266171629595391
iforest,0.557,0.256513026052104,0.64,0.53625,0.36623748211731,0.295119936908002
iforest,0.537,0.236472945891784,0.59,0.52375,0.337625178826896,0.267393045640483
iforest,0.549,0.246464646464646,0.61,0.53375,0.351079136690647,0.286205321516643
iforest,0.545,0.243460764587525,0.605,0.53,0.347202295552367,0.27312757244498
iforest,0.574,0.271255060728745,0.67,0.55,0.386167146974063,0.279671729244907
iforest,0.564,0.261133603238866,0.645,0.54375,0.371757925072046,0.285243334204989
iforest,0.56,0.26,0.65,0.5375,0.371428571428571,0.273434662811988
iforest,0.545,0.243460764587525,0.605,0.53,0.347202295552367,0.254775466512806
iforest,0.562,0.262,0.655,0.53875,0.374285714285714,0.278423836842276
iforest,0.547,0.243407707910751,0.6,0.53375,0.346320346320346,0.272616874598266
iforest,0.577,0.272912423625255,0.67,0.55375,0.387843704775687,0.271922122564263
iforest,0.534,0.232931726907631,0.58,0.5225,0.332378223495702,0.238954551849435
iforest,0.566,0.261224489795918,0.64,0.5475,0.371014492753623,0.274551831179013
iforest,0.537,0.235412474849095,0.585,0.525,0.335724533715925,0.23467886455128
iforest,0.562,0.262,0.655,0.53875,0.374285714285714,0.286175149926825
iforest,0.552,0.25,0.62,0.535,0.35632183908046,0.271838685205818
iforest,0.564,0.264,0.66,0.54,0.377142857142857,0.262771293750059
iforest,0.562,0.257142857142857,0.63,0.545,0.365217391304348,0.293288714694336
iforest,0.551,0.249496981891348,0.62,0.53375,0.355810616929699,0.253142003069856
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995
robustcov,0.984,0.925925925925926,1,0.98,0.961538461538462,0.995
robustcov,0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.981,0.91324200913242,1,0.97625,0.954653937947494,0.995
robustcov,0.982,0.917431192660551,1,0.9775,0.956937799043062,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.992,0.961538461538462,1,0.99,0.980392156862745,0.995
robustcov,0.982,0.917431192660551,1,0.9775,0.956937799043062,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.992,0.961538461538462,1,0.99,0.980392156862745,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.984,0.925925925925926,1,0.98,0.961538461538462,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.982,0.917431192660551,1,0.9775,0.956937799043062,0.995
robustcov,0.979,0.904977375565611,1,0.97375,0.950118764845606,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.98,0.909090909090909,1,0.975,0.952380952380952,0.995
robustcov,0.994,0.970873786407767,1,0.9925,0.985221674876847,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.98,0.909090909090909,1,0.975,0.952380952380952,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.98,0.909090909090909,1,0.975,0.952380952380952,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.992,0.961538461538462,1,0.99,0.980392156862745,0.995
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.993,0.966183574879227,1,0.99125,0.982800982800983,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
