name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
kMRCD,0.672,0.286666666666667,0.43,0.7325,0.344,0.290886983012142
kMRCD,0.777,0.39047619047619,0.205,0.92,0.268852459016393,0.321114942560573
kMRCD,0.686,0.31,0.465,0.74125,0.372,0.300616685513212
kMRCD,0.68,0.3,0.45,0.7375,0.36,0.285916302830293
kMRCD,0.646,0.243333333333333,0.365,0.71625,0.292,0.260666507856012
kMRCD,0.697,0.307116104868914,0.41,0.76875,0.351177730192719,0.291173710149463
kMRCD,0.654,0.256666666666667,0.385,0.72125,0.308,0.253258528855888
kMRCD,0.696,0.326666666666667,0.49,0.7475,0.392,0.340286658849911
kMRCD,0.678,0.296666666666667,0.445,0.73625,0.356,0.314130305479581
kMRCD,0.652,0.253333333333333,0.38,0.72,0.304,0.27082986348545
kMRCD,0.654,0.256666666666667,0.385,0.72125,0.308,0.275854497636977
kMRCD,0.676,0.293333333333333,0.44,0.735,0.352,0.29164732082056
kMRCD,0.664,0.273333333333333,0.41,0.7275,0.328,0.285480622874852
kMRCD,0.666,0.276666666666667,0.415,0.72875,0.332,0.296791046783793
kMRCD,0.691,0.301818181818182,0.415,0.76,0.349473684210526,0.279858496902286
kMRCD,0.682,0.303333333333333,0.455,0.73875,0.364,0.303150546783441
kMRCD,0.668,0.28,0.42,0.73,0.336,0.288423045159397
kMRCD,0.668,0.28,0.42,0.73,0.336,0.290616434671348
kMRCD,0.685,0.290909090909091,0.4,0.75625,0.336842105263158,0.31043768932389
kMRCD,0.678,0.296666666666667,0.445,0.73625,0.356,0.271866842768763
kMRCD,0.664,0.273333333333333,0.41,0.7275,0.328,0.283427181418774
kMRCD,0.656,0.26,0.39,0.7225,0.312,0.258772675856866
kMRCD,0.64,0.233333333333333,0.35,0.7125,0.28,0.245382801278561
kMRCD,0.699,0.301960784313725,0.385,0.7775,0.338461538461538,0.293493733208226
kMRCD,0.676,0.293333333333333,0.44,0.735,0.352,0.330884516587754
kMRCD,0.68,0.3,0.45,0.7375,0.36,0.307939568626647
kMRCD,0.702,0.28125,0.315,0.79875,0.297169811320755,0.264066496807788
kMRCD,0.656,0.26,0.39,0.7225,0.312,0.262801433478758
kMRCD,0.656,0.26,0.39,0.7225,0.312,0.270468941560545
kMRCD,0.696,0.315602836879433,0.445,0.75875,0.369294605809129,0.322506555405471
kMRCD,0.666,0.276666666666667,0.415,0.72875,0.332,0.274027905901172
kMRCD,0.666,0.276666666666667,0.415,0.72875,0.332,0.274015304378745
kMRCD,0.674,0.29,0.435,0.73375,0.348,0.303450070581425
kMRCD,0.644,0.24,0.36,0.715,0.288,0.253291331230585
kMRCD,0.682,0.303333333333333,0.455,0.73875,0.364,0.321344938377996
kMRCD,0.646,0.243333333333333,0.365,0.71625,0.292,0.240361425249651
kMRCD,0.656,0.26,0.39,0.7225,0.312,0.264057555692383
kMRCD,0.67,0.283333333333333,0.425,0.73125,0.34,0.287920135011905
kMRCD,0.668,0.28,0.42,0.73,0.336,0.274206974059391
kMRCD,0.673,0.286195286195286,0.425,0.735,0.3420523138833,0.275798345109148
kMRCD,0.674,0.29,0.435,0.73375,0.348,0.280490693387269
kMRCD,0.666,0.276666666666667,0.415,0.72875,0.332,0.292147855279904
kMRCD,0.66,0.266666666666667,0.4,0.725,0.32,0.283795559962655
kMRCD,0.634,0.223333333333333,0.335,0.70875,0.268,0.251464524795056
kMRCD,0.642,0.236666666666667,0.355,0.71375,0.284,0.249930277565188
kMRCD,0.662,0.27,0.405,0.72625,0.324,0.268630974181746
kMRCD,0.672,0.286666666666667,0.43,0.7325,0.344,0.278371942432672
kMRCD,0.674,0.29,0.435,0.73375,0.348,0.298159821566478
kMRCD,0.652,0.253333333333333,0.38,0.72,0.304,0.289085554157969
kMRCD,0.664,0.273333333333333,0.41,0.7275,0.328,0.255396442981401
kMRCD,0.664,0.273333333333333,0.41,0.7275,0.328,0.30227688921084
kMRCD,0.678,0.296666666666667,0.445,0.73625,0.356,0.326117567117877
kMRCD,0.673,0.287625418060201,0.43,0.73375,0.344689378757515,0.271929216776001
kMRCD,0.652,0.253333333333333,0.38,0.72,0.304,0.270115830548327
kMRCD,0.668,0.28,0.42,0.73,0.336,0.299811536395169
kMRCD,0.68,0.3,0.45,0.7375,0.36,0.288716031500988
kMRCD,0.66,0.266666666666667,0.4,0.725,0.32,0.281078407245921
kMRCD,0.648,0.246666666666667,0.37,0.7175,0.296,0.271664232847559
kMRCD,0.674,0.29,0.435,0.73375,0.348,0.29383844358535
lof,0.686,0.31,0.465,0.74125,0.372,0.270541510367986
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.251758910782235
lof,0.71,0.35,0.525,0.75625,0.42,0.344278735380758
lof,0.65,0.25,0.375,0.71875,0.3,0.251762609103972
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.278501219913473
lof,0.662,0.27,0.405,0.72625,0.324,0.26184836926127
lof,0.676,0.293333333333333,0.44,0.735,0.352,0.293392303597391
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.2548342781515
lof,0.68,0.3,0.45,0.7375,0.36,0.288428116877147
lof,0.68,0.3,0.45,0.7375,0.36,0.269564630493651
lof,0.656,0.26,0.39,0.7225,0.312,0.250109347713885
lof,0.642,0.236666666666667,0.355,0.71375,0.284,0.241852704661778
lof,0.658,0.263333333333333,0.395,0.72375,0.316,0.258088625292284
lof,0.658,0.263333333333333,0.395,0.72375,0.316,0.250494545233565
lof,0.658,0.263333333333333,0.395,0.72375,0.316,0.257542625733596
lof,0.672,0.286666666666667,0.43,0.7325,0.344,0.278246999289628
lof,0.684,0.306666666666667,0.46,0.74,0.368,0.307922193528269
lof,0.654,0.256666666666667,0.385,0.72125,0.308,0.258951163229685
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.258794344897566
lof,0.676,0.293333333333333,0.44,0.735,0.352,0.309298912279141
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.276859583058438
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.290706221731195
lof,0.682,0.303333333333333,0.455,0.73875,0.364,0.287271058065024
lof,0.676,0.293333333333333,0.44,0.735,0.352,0.277658881293842
lof,0.686,0.31,0.465,0.74125,0.372,0.295863962320341
lof,0.69,0.316666666666667,0.475,0.74375,0.38,0.331648646291922
lof,0.688,0.313333333333333,0.47,0.7425,0.376,0.314259429552573
lof,0.7,0.333333333333333,0.5,0.75,0.4,0.318012431068709
lof,0.688,0.313333333333333,0.47,0.7425,0.376,0.291312162475586
lof,0.642,0.236666666666667,0.355,0.71375,0.284,0.254119345837823
lof,0.688,0.313333333333333,0.47,0.7425,0.376,0.311551816787179
lof,0.692,0.32,0.48,0.745,0.384,0.320103082420926
lof,0.656,0.26,0.39,0.7225,0.312,0.256711949769413
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.268760874068389
lof,0.662,0.27,0.405,0.72625,0.324,0.277323549109983
lof,0.662,0.27,0.405,0.72625,0.324,0.257498785639472
lof,0.656,0.26,0.39,0.7225,0.312,0.249947041586979
lof,0.692,0.32,0.48,0.745,0.384,0.326938262606147
lof,0.694,0.323333333333333,0.485,0.74625,0.388,0.307494405119144
lof,0.638,0.23,0.345,0.71125,0.276,0.234402924510095
lof,0.662,0.27,0.405,0.72625,0.324,0.261832599983632
lof,0.692,0.32,0.48,0.745,0.384,0.32507058398715
lof,0.674,0.29,0.435,0.73375,0.348,0.298003617110281
lof,0.668,0.28,0.42,0.73,0.336,0.300690889626698
lof,0.672,0.286666666666667,0.43,0.7325,0.344,0.28640344247467
lof,0.688,0.313333333333333,0.47,0.7425,0.376,0.309441026192004
lof,0.67,0.283333333333333,0.425,0.73125,0.34,0.279262674599663
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.267901056248352
lof,0.672,0.286666666666667,0.43,0.7325,0.344,0.299311608747646
lof,0.648,0.246666666666667,0.37,0.7175,0.296,0.268356267684762
lof,0.648,0.246666666666667,0.37,0.7175,0.296,0.244380658790171
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.289644437809013
lof,0.67,0.283333333333333,0.425,0.73125,0.34,0.266442811198494
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.302811433259712
lof,0.672,0.286666666666667,0.43,0.7325,0.344,0.28931579201143
lof,0.668,0.28,0.42,0.73,0.336,0.269084685605059
lof,0.682,0.303333333333333,0.455,0.73875,0.364,0.292106084481861
lof,0.68,0.3,0.45,0.7375,0.36,0.267649658390817
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.2839442819055
lof,0.672,0.286666666666667,0.43,0.7325,0.344,0.303460604297098
lof,0.668,0.28,0.42,0.73,0.336,0.274800498160028
lof,0.65,0.25,0.375,0.71875,0.3,0.271412850897948
lof,0.678,0.296666666666667,0.445,0.73625,0.356,0.279099378577974
lof,0.686,0.31,0.465,0.74125,0.372,0.286830791692727
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.278629260630492
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.265477753481069
lof,0.662,0.27,0.405,0.72625,0.324,0.277751680432802
lof,0.65,0.25,0.375,0.71875,0.3,0.249589353985142
lof,0.67,0.283333333333333,0.425,0.73125,0.34,0.270936377381758
lof,0.668,0.28,0.42,0.73,0.336,0.262758309664674
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.276182369930628
lof,0.686,0.31,0.465,0.74125,0.372,0.281635258920453
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.267805655007751
lof,0.678,0.296666666666667,0.445,0.73625,0.356,0.309198234981448
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.243077833170996
lof,0.682,0.303333333333333,0.455,0.73875,0.364,0.323752066807279
lof,0.658,0.263333333333333,0.395,0.72375,0.316,0.230970731393026
lof,0.656,0.26,0.39,0.7225,0.312,0.2551422950039
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.300577648536988
lof,0.692,0.32,0.48,0.745,0.384,0.321868925534073
lof,0.668,0.28,0.42,0.73,0.336,0.262976670703495
lof,0.668,0.28,0.42,0.73,0.336,0.270119257173494
lof,0.686,0.31,0.465,0.74125,0.372,0.294419851348542
lof,0.674,0.29,0.435,0.73375,0.348,0.284695985610472
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.258632149667651
lof,0.65,0.25,0.375,0.71875,0.3,0.249863001366227
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.264831243840759
lof,0.65,0.25,0.375,0.71875,0.3,0.254891540250202
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.267921620599537
lof,0.682,0.303333333333333,0.455,0.73875,0.364,0.29160798439065
lof,0.662,0.27,0.405,0.72625,0.324,0.281198482470325
lof,0.68,0.3,0.45,0.7375,0.36,0.300509995866226
lof,0.7,0.333333333333333,0.5,0.75,0.4,0.314146063657738
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.255976597481647
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.265132148181806
lof,0.66,0.266666666666667,0.4,0.725,0.32,0.257897015830755
lof,0.664,0.273333333333333,0.41,0.7275,0.328,0.262572556543838
lof,0.662,0.27,0.405,0.72625,0.324,0.258204833374064
lof,0.666,0.276666666666667,0.415,0.72875,0.332,0.26102523567551
lof,0.674,0.29,0.435,0.73375,0.348,0.252989628514966
iforest,0.673,0.283276450511945,0.415,0.7375,0.336713995943205,0.276232529764416
iforest,0.68,0.295918367346939,0.435,0.74125,0.352226720647773,0.272813344739859
iforest,0.669,0.280936454849498,0.42,0.73125,0.336673346693387,0.286966123707171
iforest,0.655,0.255892255892256,0.38,0.72375,0.305835010060362,0.239421973514133
iforest,0.667,0.273037542662116,0.4,0.73375,0.324543610547667,0.259285219389872
iforest,0.666,0.273648648648649,0.405,0.73125,0.326612903225806,0.274279382423451
iforest,0.674,0.287162162162162,0.425,0.73625,0.342741935483871,0.280366772367805
iforest,0.671,0.284280936454849,0.425,0.7325,0.340681362725451,0.277099516216638
iforest,0.655,0.255892255892256,0.38,0.72375,0.305835010060362,0.243521995093896
iforest,0.675,0.285223367697594,0.415,0.74,0.338085539714868,0.264706605396307
iforest,0.684,0.304054054054054,0.45,0.7425,0.362903225806452,0.274462289803468
iforest,0.649,0.240549828178694,0.35,0.72375,0.285132382892057,0.227310092815654
iforest,0.658,0.258503401360544,0.38,0.7275,0.307692307692308,0.271284148408477
iforest,0.671,0.282828282828283,0.42,0.73375,0.338028169014085,0.259050575213974
iforest,0.699,0.32996632996633,0.49,0.75125,0.394366197183099,0.320643100929715
iforest,0.65,0.25,0.375,0.71875,0.3,0.238414936758351
iforest,0.668,0.277027027027027,0.41,0.7325,0.330645161290323,0.269816818920283
iforest,0.679,0.297658862876254,0.445,0.7375,0.356713426853707,0.30143550878615
iforest,0.675,0.285223367697594,0.415,0.74,0.338085539714868,0.267046816328567
iforest,0.676,0.290540540540541,0.43,0.7375,0.346774193548387,0.253659803723995
iforest,0.644,0.236486486486486,0.35,0.7175,0.282258064516129,0.260075081083713
iforest,0.667,0.274576271186441,0.405,0.7325,0.327272727272727,0.283056010092034
iforest,0.684,0.3,0.435,0.74625,0.355102040816327,0.299215005371749
iforest,0.657,0.252595155709343,0.365,0.73,0.298568507157464,0.27366295035299
iforest,0.673,0.281786941580756,0.41,0.73875,0.334012219959267,0.2623699557799
iforest,0.655,0.252559726962457,0.37,0.72625,0.300202839756592,0.271335431121002
iforest,0.68,0.3,0.45,0.7375,0.36,0.295158039704607
iforest,0.674,0.29,0.435,0.73375,0.348,0.274852972129446
iforest,0.668,0.277027027027027,0.41,0.7325,0.330645161290323,0.264327084388025
iforest,0.657,0.255972696245734,0.375,0.7275,0.304259634888438,0.246788895176017
iforest,0.692,0.32,0.48,0.745,0.384,0.327052398398935
iforest,0.694,0.319727891156463,0.47,0.75,0.380566801619433,0.328875409517135
iforest,0.665,0.272727272727273,0.405,0.73,0.325955734406439,0.266902094190668
iforest,0.669,0.279461279461279,0.415,0.7325,0.334004024144869,0.296448240884708
iforest,0.668,0.273972602739726,0.4,0.735,0.32520325203252,0.247654491187669
iforest,0.664,0.267123287671233,0.39,0.7325,0.317073170731707,0.293047947018794
iforest,0.656,0.26,0.39,0.7225,0.312,0.249659268388511
iforest,0.664,0.271812080536913,0.405,0.72875,0.325301204819277,0.29153725835295
iforest,0.674,0.29,0.435,0.73375,0.348,0.30305063065665
iforest,0.651,0.247457627118644,0.365,0.7225,0.294949494949495,0.259762050603414
iforest,0.673,0.287625418060201,0.43,0.73375,0.344689378757515,0.277642290892527
iforest,0.667,0.276094276094276,0.41,0.73125,0.329979879275654,0.271740183440728
iforest,0.677,0.292929292929293,0.435,0.7375,0.35010060362173,0.287190114458705
iforest,0.679,0.290657439446367,0.42,0.74375,0.343558282208589,0.276717433123206
iforest,0.681,0.296928327645051,0.435,0.7425,0.352941176470588,0.262205688691254
iforest,0.664,0.268707482993197,0.395,0.73125,0.319838056680162,0.253540725841497
iforest,0.673,0.286195286195286,0.425,0.735,0.3420523138833,0.307034605222758
iforest,0.649,0.245791245791246,0.365,0.72,0.293762575452716,0.245486518226543
iforest,0.686,0.308724832214765,0.46,0.7425,0.369477911646586,0.311712683074729
iforest,0.657,0.255972696245734,0.375,0.7275,0.304259634888438,0.260152099025262
iforest,0.666,0.268965517241379,0.39,0.735,0.318367346938775,0.267185016172464
iforest,0.679,0.290657439446367,0.42,0.74375,0.343558282208589,0.301962787706577
iforest,0.686,0.31,0.465,0.74125,0.372,0.285143851263744
iforest,0.677,0.290102389078498,0.425,0.74,0.344827586206897,0.291791049126942
iforest,0.654,0.256666666666667,0.385,0.72125,0.308,0.262586093199918
iforest,0.663,0.269360269360269,0.4,0.72875,0.321931589537223,0.262062026770273
iforest,0.68,0.3,0.45,0.7375,0.36,0.27299521403504
iforest,0.661,0.262798634812287,0.385,0.73,0.31237322515213,0.270011272947583
iforest,0.679,0.297658862876254,0.445,0.7375,0.356713426853707,0.264946425880772
iforest,0.658,0.263333333333333,0.395,0.72375,0.316,0.251607848196592
iforest,0.666,0.273648648648649,0.405,0.73125,0.326612903225806,0.257382344543221
iforest,0.645,0.240802675585284,0.36,0.71625,0.288577154308617,0.255534301032903
iforest,0.67,0.281879194630872,0.42,0.7325,0.337349397590361,0.263484210222525
iforest,0.647,0.244147157190635,0.365,0.7175,0.292585170340681,0.250460213899123
iforest,0.671,0.284280936454849,0.425,0.7325,0.340681362725451,0.280329814626395
iforest,0.652,0.251677852348993,0.375,0.72125,0.301204819277108,0.267082427045516
iforest,0.685,0.307692307692308,0.46,0.74125,0.3687374749499,0.302070406530933
iforest,0.664,0.268707482993197,0.395,0.73125,0.319838056680162,0.25933001062905
iforest,0.65,0.25,0.375,0.71875,0.3,0.24335853822815
iforest,0.682,0.299319727891156,0.44,0.7425,0.356275303643725,0.279254323542958
iforest,0.674,0.29,0.435,0.73375,0.348,0.318764552289066
iforest,0.686,0.307432432432432,0.455,0.74375,0.366935483870968,0.280345432219108
iforest,0.677,0.28719723183391,0.415,0.7425,0.339468302658487,0.259682419230041
iforest,0.691,0.313993174061433,0.46,0.74875,0.373225152129817,0.294710253771245
iforest,0.654,0.253378378378378,0.375,0.72375,0.30241935483871,0.24075003147956
iforest,0.68,0.3,0.45,0.7375,0.36,0.302437567377422
iforest,0.649,0.24406779661017,0.36,0.72125,0.290909090909091,0.249155038219987
iforest,0.66,0.263513513513513,0.39,0.7275,0.314516129032258,0.263011906313873
iforest,0.662,0.262068965517241,0.38,0.7325,0.310204081632653,0.253679636493663
iforest,0.677,0.288659793814433,0.42,0.74125,0.342158859470468,0.26154436683772
iforest,0.657,0.260869565217391,0.39,0.72375,0.312625250501002,0.244917497462428
iforest,0.67,0.275862068965517,0.4,0.7375,0.326530612244898,0.265639536667067
iforest,0.688,0.313333333333333,0.47,0.7425,0.376,0.306882369424762
iforest,0.675,0.286689419795222,0.42,0.73875,0.340770791075051,0.271260327985766
iforest,0.66,0.263513513513513,0.39,0.7275,0.314516129032258,0.254075183219147
iforest,0.652,0.248299319727891,0.365,0.72375,0.295546558704453,0.241304458219234
iforest,0.664,0.268707482993197,0.395,0.73125,0.319838056680162,0.253030339020844
iforest,0.666,0.276666666666667,0.415,0.72875,0.332,0.262534152494071
iforest,0.669,0.274914089347079,0.4,0.73625,0.325865580448065,0.270947216202441
iforest,0.665,0.272727272727273,0.405,0.73,0.325955734406439,0.284707359662289
iforest,0.683,0.303030303030303,0.45,0.74125,0.362173038229376,0.266472131346992
iforest,0.669,0.279461279461279,0.415,0.7325,0.334004024144869,0.281497496582851
iforest,0.683,0.301694915254237,0.445,0.7425,0.35959595959596,0.3194232233081
iforest,0.658,0.261744966442953,0.39,0.725,0.313253012048193,0.258976705979028
iforest,0.653,0.249146757679181,0.365,0.725,0.296146044624746,0.259256650940841
iforest,0.666,0.276666666666667,0.415,0.72875,0.332,0.263590976740393
iforest,0.686,0.308724832214765,0.46,0.7425,0.369477911646586,0.300030080990631
iforest,0.687,0.308474576271186,0.455,0.745,0.367676767676768,0.299207694430214
iforest,0.658,0.260135135135135,0.385,0.72625,0.310483870967742,0.244878817590708
iforest,0.661,0.267558528428094,0.4,0.72625,0.32064128256513,0.264605824221951
robustcov,0.8,0.5,0.06,0.985,0.107142857142857,0.295214374316274
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.992,0.961538461538462,1,0.99,0.980392156862745,0.995
robustcov,0.795,0.413793103448276,0.06,0.97875,0.104803493449782,0.278336796077156
robustcov,0.793,0.37037037037037,0.05,0.97875,0.0881057268722467,0.28744786842984
robustcov,0.793,0.4,0.07,0.97375,0.119148936170213,0.3041287191491
robustcov,0.79,0.321428571428571,0.045,0.97625,0.0789473684210526,0.28962160726685
robustcov,0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995
robustcov,0.792,0.375,0.06,0.975,0.103448275862069,0.287911029831523
robustcov,0.793,0.37037037037037,0.05,0.97875,0.0881057268722467,0.268775603194866
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.793,0.36,0.045,0.98,0.08,0.260018062415914
robustcov,0.793,0.393939393939394,0.065,0.975,0.111587982832618,0.293964323557286
robustcov,0.788,0.3125,0.05,0.9725,0.0862068965517241,0.277795449085102
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.992,0.961538461538462,1,0.99,0.980392156862745,0.995
robustcov,0.994,0.970873786407767,1,0.9925,0.985221674876847,0.995
robustcov,0.787,0.303030303030303,0.05,0.97125,0.0858369098712446,0.290496862265031
robustcov,0.984,0.925925925925926,1,0.98,0.961538461538462,0.995
robustcov,0.994,0.970873786407767,1,0.9925,0.985221674876847,0.995
robustcov,0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995
robustcov,0.795,0.428571428571429,0.075,0.975,0.127659574468085,0.296633391524034
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.795,0.419354838709677,0.065,0.9775,0.112554112554113,0.340702619049639
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.986,0.934579439252336,1,0.9825,0.966183574879227,0.995
robustcov,0.796,0.428571428571429,0.06,0.98,0.105263157894737,0.294058268545543
robustcov,0.789,0.342857142857143,0.06,0.97125,0.102127659574468,0.296520345646166
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.792,0.382352941176471,0.065,0.97375,0.111111111111111,0.295841413943888
robustcov,0.785,0.272727272727273,0.045,0.97,0.0772532188841202,0.261290054743181
robustcov,0.787,0.314285714285714,0.055,0.97,0.0936170212765957,0.271735767433483
robustcov,0.785,0.297297297297297,0.055,0.9675,0.0928270042194093,0.256743378230985
robustcov,0.79,0.361111111111111,0.065,0.97125,0.110169491525424,0.303722123007326
robustcov,0.801,0.52,0.065,0.985,0.115555555555556,0.31695274281315
robustcov,0.782,0.235294117647059,0.04,0.9675,0.0683760683760684,0.251281399363882
robustcov,0.785,0.272727272727273,0.045,0.97,0.0772532188841202,0.264149636441477
robustcov,0.993,0.966183574879227,1,0.99125,0.982800982800983,0.995
robustcov,0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.787,0.275862068965517,0.04,0.97375,0.0698689956331878,0.263074932740352
robustcov,0.79,0.34375,0.055,0.97375,0.0948275862068965,0.277147572203918
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.783,0.27027027027027,0.05,0.96625,0.0843881856540084,0.263533684915991
robustcov,0.787,0.341463414634146,0.07,0.96625,0.116182572614108,0.275561012951131
robustcov,0.804,0.576923076923077,0.075,0.98625,0.132743362831858,0.325142541235841
robustcov,0.788,0.3125,0.05,0.9725,0.0862068965517241,0.257667554044181
robustcov,0.798,0.470588235294118,0.08,0.9775,0.136752136752137,0.309331122325615
robustcov,0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995
robustcov,0.796,0.433333333333333,0.065,0.97875,0.11304347826087,0.29855411830882
robustcov,0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995
robustcov,0.988,0.943396226415094,1,0.985,0.970873786407767,0.995
robustcov,0.794,0.392857142857143,0.055,0.97875,0.0964912280701754,0.301520466029832
robustcov,0.791,0.333333333333333,0.045,0.9775,0.079295154185022,0.265149952886526
robustcov,0.799,0.48,0.06,0.98375,0.106666666666667,0.284714804475684
robustcov,0.791,0.371428571428571,0.065,0.9725,0.11063829787234,0.30885289597052
robustcov,0.786,0.28125,0.045,0.97125,0.0775862068965517,0.265990768855528
robustcov,0.794,0.384615384615385,0.05,0.98,0.0884955752212389,0.271540929578038
robustcov,0.779,0.216216216216216,0.04,0.96375,0.0675105485232067,0.263003720300584
robustcov,0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995
robustcov,0.79,0.272727272727273,0.03,0.98,0.0540540540540541,0.260181923775513
robustcov,0.791,0.333333333333333,0.045,0.9775,0.079295154185022,0.282016739052732
robustcov,0.787,0.24,0.03,0.97625,0.0533333333333333,0.285414540797065
robustcov,0.984,0.925925925925926,1,0.98,0.961538461538462,0.995
robustcov,0.791,0.354838709677419,0.055,0.975,0.0952380952380952,0.283669222778327
robustcov,0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995
