"accuracy","precision","sensitivity","specificity","f1Score","aucpr","name","iteration"
0.674,0.355555555555556,0.106666666666667,0.917142857142857,0.164102564102564,0.347587042095706,"MRCD",1
0.692,0.462962962962963,0.166666666666667,0.917142857142857,0.245098039215686,0.364246489358035,"MRCD",2
0.662,0.320754716981132,0.113333333333333,0.897142857142857,0.167487684729064,0.296270152146491,"MRCD",3
0.7,0.5,0.193333333333333,0.917142857142857,0.278846153846154,0.402745787398814,"MRCD",4
0.668,0.362068965517241,0.14,0.894285714285714,0.201923076923077,0.353084120203133,"MRCD",5
0.68,0.416666666666667,0.166666666666667,0.9,0.238095238095238,0.353796797040609,"MRCD",6
0.67,0.368421052631579,0.14,0.897142857142857,0.202898550724638,0.341451936967614,"MRCD",7
0.668,0.385714285714286,0.18,0.877142857142857,0.245454545454545,0.355474392917289,"MRCD",8
0.69,0.448979591836735,0.146666666666667,0.922857142857143,0.221105527638191,0.363583695823037,"MRCD",9
0.69,0.454545454545455,0.166666666666667,0.914285714285714,0.24390243902439,0.378887753022114,"MRCD",10
0.678,0.415384615384615,0.18,0.891428571428571,0.251162790697674,0.380012240223811,"MRCD",11
0.686,0.37037037037037,0.0666666666666667,0.951428571428571,0.112994350282486,0.344692189131025,"MRCD",12
0.658,0.333333333333333,0.14,0.88,0.197183098591549,0.341953469118279,"MRCD",13
0.644,0.305555555555556,0.146666666666667,0.857142857142857,0.198198198198198,0.32669807643068,"MRCD",14
0.658,0.36,0.18,0.862857142857143,0.24,0.330629472243829,"MRCD",15
0.668,0.318181818181818,0.0933333333333333,0.914285714285714,0.144329896907217,0.353927363269687,"MRCD",16
0.656,0.310344827586207,0.12,0.885714285714286,0.173076923076923,0.321726122492574,"MRCD",17
0.68,0.416666666666667,0.166666666666667,0.9,0.238095238095238,0.374626689080357,"MRCD",18
0.71,0.555555555555556,0.166666666666667,0.942857142857143,0.256410256410256,0.459581439624114,"MRCD",19
0.674,0.417721518987342,0.22,0.868571428571429,0.2882096069869,0.373137371238895,"MRCD",20
0.646,0.292307692307692,0.126666666666667,0.868571428571429,0.176744186046512,0.319073927379758,"MRCD",21
0.668,0.318181818181818,0.0933333333333333,0.914285714285714,0.144329896907217,0.323456131398907,"MRCD",22
0.652,0.277777777777778,0.1,0.888571428571429,0.147058823529412,0.316928399922853,"MRCD",23
0.654,0.328358208955224,0.146666666666667,0.871428571428571,0.202764976958525,0.325521790446902,"MRCD",24
0.664,0.326923076923077,0.113333333333333,0.9,0.168316831683168,0.317403570607598,"MRCD",25
0.652,0.277777777777778,0.1,0.888571428571429,0.147058823529412,0.314123108426329,"MRCD",26
