accuracy,precision,sensitivity,specificity,f1Score,aucpr,name,iteration
0.57,0.27,0.675,0.54375,0.385714285714286,0.29831379860172,kMRCD,1
0.566,0.266,0.665,0.54125,0.38,0.270541510367986,lof,1
0.567,0.26369168356998,0.65,0.54625,0.375180375180375,0.276232529764416,iforest,1
0.995,0.975609756097561,1,0.99375,0.987654320987654,0.995,robustcov,1
0.55,0.25,0.625,0.53125,0.357142857142857,0.265898102096548,kMRCD,2
0.538,0.238,0.595,0.52375,0.34,0.251758910782235,lof,2
0.558,0.252049180327869,0.615,0.54375,0.357558139534884,0.272813344739859,iforest,2
0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995,robustcov,2
0.566,0.266,0.665,0.54125,0.38,0.308695839492972,kMRCD,3
0.596,0.296,0.74,0.56,0.422857142857143,0.344278735380758,lof,3
0.583,0.282565130260521,0.705,0.5525,0.40343347639485,0.286966123707171,iforest,3
0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995,robustcov,3
0.538,0.238,0.595,0.52375,0.34,0.254768662880459,kMRCD,4
0.542,0.242,0.605,0.52625,0.345714285714286,0.251762609103972,lof,4
0.552,0.25,0.62,0.535,0.35632183908046,0.239421973514133,iforest,4
0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995,robustcov,4
0.55,0.25,0.625,0.53125,0.357142857142857,0.288557179562719,kMRCD,5
0.546,0.246,0.615,0.52875,0.351428571428571,0.278501219913473,lof,5
0.544,0.242971887550201,0.605,0.52875,0.346704871060172,0.259285219389872,iforest,5
0.795,0.424242424242424,0.07,0.97625,0.120171673819742,0.290542084481853,robustcov,5
0.548,0.248,0.62,0.53,0.354285714285714,0.282740699774855,kMRCD,6
0.556,0.256,0.64,0.535,0.365714285714286,0.26184836926127,lof,6
0.546,0.244979919678715,0.61,0.53,0.349570200573066,0.274279382423451,iforest,6
0.992,0.961538461538462,1,0.99,0.980392156862745,0.995,robustcov,6
0.794,0.446428571428571,0.125,0.96125,0.1953125,0.313753100060563,kMRCD,7
0.564,0.264,0.66,0.54,0.377142857142857,0.293392303597391,lof,7
0.564,0.262096774193548,0.65,0.5425,0.373563218390805,0.280366772367805,iforest,7
0.982,0.917431192660551,1,0.9775,0.956937799043062,0.995,robustcov,7
0.558,0.258,0.645,0.53625,0.368571428571429,0.292792641332742,kMRCD,8
0.55,0.25,0.625,0.53125,0.357142857142857,0.2548342781515,lof,8
0.566,0.266,0.665,0.54125,0.38,0.277099516216638,iforest,8
0.988,0.943396226415094,1,0.985,0.970873786407767,0.995,robustcov,8
0.554,0.254,0.635,0.53375,0.362857142857143,0.285323047576884,kMRCD,9
0.556,0.256,0.64,0.535,0.365714285714286,0.288428116877147,lof,9
0.544,0.240890688259109,0.595,0.53125,0.342939481268012,0.243521995093896,iforest,9
0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995,robustcov,9
0.57,0.27,0.675,0.54375,0.385714285714286,0.298010187497385,kMRCD,10
0.548,0.248,0.62,0.53,0.354285714285714,0.269564630493651,lof,10
0.557,0.256513026052104,0.64,0.53625,0.36623748211731,0.264706605396307,iforest,10
0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995,robustcov,10
0.53,0.23,0.575,0.51875,0.328571428571429,0.255373785961411,kMRCD,11
0.554,0.254,0.635,0.53375,0.362857142857143,0.250109347713885,lof,11
0.544,0.244,0.61,0.5275,0.348571428571429,0.274462289803468,iforest,11
0.988,0.943396226415094,1,0.985,0.970873786407767,0.995,robustcov,11
0.56,0.26,0.65,0.5375,0.371428571428571,0.259541599012967,kMRCD,12
0.532,0.232,0.58,0.52,0.331428571428571,0.241852704661778,lof,12
0.538,0.238,0.595,0.52375,0.34,0.227310092815654,iforest,12
0.988,0.943396226415094,1,0.985,0.970873786407767,0.995,robustcov,12
0.544,0.244,0.61,0.5275,0.348571428571429,0.26458382597864,kMRCD,13
0.55,0.25,0.625,0.53125,0.357142857142857,0.258088625292284,lof,13
0.533,0.231388329979879,0.575,0.5225,0.329985652797704,0.271284148408477,iforest,13
0.991,0.956937799043062,1,0.98875,0.97799511002445,0.995,robustcov,13
0.562,0.262,0.655,0.53875,0.374285714285714,0.298273916239623,kMRCD,14
0.534,0.234,0.585,0.52125,0.334285714285714,0.250494545233565,lof,14
0.559,0.258517034068136,0.645,0.5375,0.369098712446352,0.259050575213974,iforest,14
0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995,robustcov,14
0.562,0.262,0.655,0.53875,0.374285714285714,0.291942738172494,kMRCD,15
0.532,0.232,0.58,0.52,0.331428571428571,0.257542625733596,lof,15
0.586,0.281632653061224,0.69,0.56,0.4,0.320643100929715,iforest,15
0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995,robustcov,15
0.754,0.25531914893617,0.12,0.9125,0.163265306122449,0.257912257079839,kMRCD,16
0.554,0.254,0.635,0.53375,0.362857142857143,0.278246999289628,lof,16
0.542,0.23991935483871,0.595,0.52875,0.341954022988506,0.238414936758351,iforest,16
0.985,0.930232558139535,1,0.98125,0.963855421686747,0.995,robustcov,16
0.572,0.272,0.68,0.545,0.388571428571429,0.316095061710287,kMRCD,17
0.584,0.284,0.71,0.5525,0.405714285714286,0.307922193528269,lof,17
0.571,0.266802443991853,0.655,0.55,0.379160636758321,0.269816818920283,iforest,17
0.99,0.952380952380952,1,0.9875,0.975609756097561,0.995,robustcov,17
0.566,0.266,0.665,0.54125,0.38,0.339687382868715,kMRCD,18
0.542,0.242,0.605,0.52625,0.345714285714286,0.258951163229685,lof,18
0.561,0.259557344064386,0.645,0.54,0.370157819225251,0.30143550878615,iforest,18
0.994,0.970873786407767,1,0.9925,0.985221674876847,0.995,robustcov,18
0.548,0.248,0.62,0.53,0.354285714285714,0.271148672269602,kMRCD,19
0.55,0.25,0.625,0.53125,0.357142857142857,0.258794344897566,lof,19
0.546,0.246,0.615,0.52875,0.351428571428571,0.267046816328567,iforest,19
0.791,0.371428571428571,0.065,0.9725,0.11063829787234,0.297328497793542,robustcov,19
0.552,0.252,0.63,0.5325,0.36,0.289453918413458,kMRCD,20
0.562,0.262,0.655,0.53875,0.374285714285714,0.309298912279141,lof,20
0.558,0.256048387096774,0.635,0.53875,0.364942528735632,0.253659803723995,iforest,20
0.983,0.921658986175115,1,0.97875,0.959232613908873,0.995,robustcov,20
0.566,0.266,0.665,0.54125,0.38,0.292112109548686,kMRCD,21
0.568,0.268,0.67,0.5425,0.382857142857143,0.276859583058438,lof,21
0.551,0.247464503042596,0.61,0.53625,0.352092352092352,0.260075081083713,iforest,21
0.992,0.961538461538462,1,0.99,0.980392156862745,0.995,robustcov,21
0.562,0.262,0.655,0.53875,0.374285714285714,0.344343194687243,kMRCD,22
0.556,0.256,0.64,0.535,0.365714285714286,0.290706221731195,lof,22
0.545,0.244488977955912,0.61,0.52875,0.349070100143062,0.283056010092034,iforest,22
0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995,robustcov,22
0.578,0.278,0.695,0.54875,0.397142857142857,0.324812898721607,kMRCD,23
0.564,0.264,0.66,0.54,0.377142857142857,0.287271058065024,lof,23
0.569,0.266666666666667,0.66,0.54625,0.379856115107914,0.299215005371749,iforest,23
0.981,0.91324200913242,1,0.97625,0.954653937947494,0.995,robustcov,23
0.554,0.254,0.635,0.53375,0.362857142857143,0.31821192684123,kMRCD,24
0.562,0.262,0.655,0.53875,0.374285714285714,0.277658881293842,lof,24
0.553,0.25250501002004,0.63,0.53375,0.360515021459227,0.27366295035299,iforest,24
0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995,robustcov,24
0.552,0.252,0.63,0.5325,0.36,0.289270011208595,kMRCD,25
0.562,0.262,0.655,0.53875,0.374285714285714,0.295863962320341,lof,25
0.558,0.258,0.645,0.53625,0.368571428571429,0.2623699557799,iforest,25
0.984,0.925925925925926,1,0.98,0.961538461538462,0.995,robustcov,25
0.56,0.26,0.65,0.5375,0.371428571428571,0.296384879046403,kMRCD,26
0.578,0.278,0.695,0.54875,0.397142857142857,0.331648646291922,lof,26
0.56,0.257085020242915,0.635,0.54125,0.365994236311239,0.271335431121002,iforest,26
0.987,0.938967136150235,1,0.98375,0.968523002421308,0.995,robustcov,26
0.566,0.266,0.665,0.54125,0.38,0.294901823121233,kMRCD,27
0.572,0.272,0.68,0.545,0.388571428571429,0.314259429552573,lof,27
0.581,0.278787878787879,0.69,0.55375,0.397122302158273,0.295158039704607,iforest,27
0.989,0.947867298578199,1,0.98625,0.97323600973236,0.995,robustcov,27
