name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
kMRCD,0.546,0.346,0.576666666666667,0.532857142857143,0.4325,0.391806089566733
kMRCD,0.7,0.5,0.00333333333333333,0.998571428571429,0.00662251655629139,0.387183409566878
kMRCD,0.55,0.35,0.583333333333333,0.535714285714286,0.4375,0.396558845061797
kMRCD,0.534,0.333333333333333,0.553333333333333,0.525714285714286,0.416040100250627,0.333411815684647
kMRCD,0.53,0.33,0.55,0.521428571428571,0.4125,0.326821296557789
kMRCD,0.53,0.33,0.55,0.521428571428571,0.4125,0.350087036021074
kMRCD,0.538,0.338,0.563333333333333,0.527142857142857,0.4225,0.375145059279291
kMRCD,0.534,0.334,0.556666666666667,0.524285714285714,0.4175,0.345169443211573
kMRCD,0.552,0.352,0.586666666666667,0.537142857142857,0.44,0.400108450056516
kMRCD,0.637,0.402476780185758,0.433333333333333,0.724285714285714,0.417335473515249,0.399574045125862
kMRCD,0.693,0.36,0.03,0.977142857142857,0.0553846153846154,0.353734668823955
kMRCD,0.694,0.461538461538462,0.12,0.94,0.19047619047619,0.3827076042109
kMRCD,0.552,0.352,0.586666666666667,0.537142857142857,0.44,0.375083798832853
kMRCD,0.562,0.362,0.603333333333333,0.544285714285714,0.4525,0.401101301104322
kMRCD,0.556,0.356,0.593333333333333,0.54,0.445,0.374137803162698
kMRCD,0.598,0.376811594202899,0.52,0.631428571428571,0.436974789915966,0.361382945240529
kMRCD,0.582,0.382,0.636666666666667,0.558571428571429,0.4775,0.402167224881792
kMRCD,0.562,0.360887096774194,0.596666666666667,0.547142857142857,0.449748743718593,0.369874450403437
kMRCD,0.552,0.352,0.586666666666667,0.537142857142857,0.44,0.366690711629623
kMRCD,0.559,0.358148893360161,0.593333333333333,0.544285714285714,0.446675031367629,0.386516656451094
kMRCD,0.538,0.338,0.563333333333333,0.527142857142857,0.4225,0.372110353568555
kMRCD,0.51,0.31,0.516666666666667,0.507142857142857,0.3875,0.295383605517804
kMRCD,0.564,0.364,0.606666666666667,0.545714285714286,0.455,0.399752510860886
kMRCD,0.576,0.376,0.626666666666667,0.554285714285714,0.47,0.395176261395264
kMRCD,0.536,0.336,0.56,0.525714285714286,0.42,0.359291265169289
kMRCD,0.548,0.348,0.58,0.534285714285714,0.435,0.366279103043389
kMRCD,0.581,0.37979797979798,0.626666666666667,0.561428571428571,0.472955974842767,0.435859221348938
kMRCD,0.566,0.366,0.61,0.547142857142857,0.4575,0.388093644438822
kMRCD,0.55,0.35,0.583333333333333,0.535714285714286,0.4375,0.388274048462089
kMRCD,0.562,0.362,0.603333333333333,0.544285714285714,0.4525,0.387880439331325
kMRCD,0.562,0.362,0.603333333333333,0.544285714285714,0.4525,0.379326444277166
kMRCD,0.696,0.472972972972973,0.116666666666667,0.944285714285714,0.18716577540107,0.390545606418644
kMRCD,0.544,0.344,0.573333333333333,0.531428571428571,0.43,0.355495826497295
kMRCD,0.627,0.377104377104377,0.373333333333333,0.735714285714286,0.375209380234506,0.363942264252553
kMRCD,0.604,0.349056603773585,0.37,0.704285714285714,0.359223300970874,0.337914775703779
kMRCD,0.552,0.352,0.586666666666667,0.537142857142857,0.44,0.386312719860033
kMRCD,0.544,0.344,0.573333333333333,0.531428571428571,0.43,0.358850045901146
kMRCD,0.542,0.342,0.57,0.53,0.4275,0.357547258942726
kMRCD,0.542,0.342,0.57,0.53,0.4275,0.377542433991963
kMRCD,0.681,0.407766990291262,0.14,0.912857142857143,0.208436724565757,0.371821711901126
kMRCD,0.546,0.346,0.576666666666667,0.532857142857143,0.4325,0.362561106345799
kMRCD,0.566,0.366,0.61,0.547142857142857,0.4575,0.394705643477284
kMRCD,0.556,0.356,0.593333333333333,0.54,0.445,0.376696377590501
kMRCD,0.556,0.356,0.593333333333333,0.54,0.445,0.372782105386048
kMRCD,0.607,0.381074168797954,0.496666666666667,0.654285714285714,0.431259044862518,0.405550860724392
kMRCD,0.554,0.354,0.59,0.538571428571429,0.4425,0.357583997320387
kMRCD,0.536,0.336,0.56,0.525714285714286,0.42,0.358663370763295
kMRCD,0.54,0.34,0.566666666666667,0.528571428571429,0.425,0.368856642925512
kMRCD,0.55,0.35,0.583333333333333,0.535714285714286,0.4375,0.365328838133995
kMRCD,0.642,0.338888888888889,0.203333333333333,0.83,0.254166666666667,0.360812610540566
kMRCD,0.536,0.336,0.56,0.525714285714286,0.42,0.339824335873052
kMRCD,0.546,0.346,0.576666666666667,0.532857142857143,0.4325,0.387031319533725
kMRCD,0.628,0.371428571428571,0.346666666666667,0.748571428571429,0.358620689655172,0.362317060997259
kMRCD,0.548,0.348,0.58,0.534285714285714,0.435,0.37467920576326
kMRCD,0.522,0.322,0.536666666666667,0.515714285714286,0.4025,0.360545687770918
kMRCD,0.565,0.362525458248472,0.593333333333333,0.552857142857143,0.450063211125158,0.369984939460493
kMRCD,0.532,0.332,0.553333333333333,0.522857142857143,0.415,0.361341334724534
kMRCD,0.546,0.346,0.576666666666667,0.532857142857143,0.4325,0.391781329295531
kMRCD,0.57,0.37,0.616666666666667,0.55,0.4625,0.378149362339517
kMRCD,0.578,0.378,0.63,0.555714285714286,0.4725,0.463633598298313
kMRCD,0.536,0.336,0.56,0.525714285714286,0.42,0.352999016230336
kMRCD,0.564,0.364,0.606666666666667,0.545714285714286,0.455,0.398120575139342
kMRCD,0.559,0.334117647058824,0.473333333333333,0.595714285714286,0.391724137931034,0.342620650482649
kMRCD,0.53,0.33,0.55,0.521428571428571,0.4125,0.366741404065329
