accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.8,NaN,0,1,0,0.108145139474036
0.63,0.216666666666667,0.325,0.70625,0.26,0.205275631872624
0.514,0.0168918918918919,0.025,0.63625,0.0201612903225806,0.113505860986263
0.532,0.0533333333333333,0.08,0.645,0.064,0.126927106305697
0.582,0.136666666666667,0.205,0.67625,0.164,0.177397696739067
