accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.928571428571429,NaN,0,1,0,0.0699630432478698
0.653355290242898,0.0411805078929307,0.172910662824208,0.690312569275105,0.0665188470066519,0.0487781504942055
0.721490325236723,0.151178918169209,0.628242074927954,0.728663267568167,0.243711570709894,0.198904138081753
0.711403869905311,0.137954701441318,0.579250720461095,0.721569496785635,0.222838137472284,0.136593503666513
0.709345409633594,0.13452299245024,0.564841498559078,0.720461095100865,0.217294900221729,0.13754818613981
