accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.627,0.214521452145215,0.325,0.7025,0.25844930417495,0.247408278288182
0.606,0.176666666666667,0.265,0.69125,0.212,0.188929455485372
0.666,0.268965517241379,0.39,0.735,0.318367346938775,0.252549140241632
