accuracy,precision,sensitivity,specificity,f1Score,aucpr,name,iteration
0.8,NaN,0,1,0,0.304158296532315,kMRCD,1
0.38,0.08,0.2,0.425,0.114285714285714,0.12497468591945,lof,1
0.408,0.104838709677419,0.26,0.445,0.149425287356322,0.140642674357161,iforest,1
0.776,0.463414634146341,0.76,0.78,0.575757575757576,0.510008834930228,kMRCD,2
0.384,0.084,0.21,0.4275,0.12,0.145659601883121,lof,2
0.428,0.126506024096386,0.315,0.45625,0.180515759312321,0.145494832493092,iforest,2
0.8,NaN,0,1,0,0.13797334741029,kMRCD,3
0.388,0.088,0.22,0.43,0.125714285714286,0.13146520467042,lof,3
0.434,0.134,0.335,0.45875,0.191428571428571,0.143263626664087,iforest,3
0.8,NaN,0,1,0,0.451082971612421,kMRCD,4
0.394,0.094,0.235,0.43375,0.134285714285714,0.149359310124556,lof,4
0.471,0.169014084507042,0.42,0.48375,0.24103299856528,0.160373408682695,iforest,4
0.8,NaN,0,1,0,0.606483449422556,kMRCD,5
0.388,0.088,0.22,0.43,0.125714285714286,0.130355457212341,lof,5
0.46,0.15863453815261,0.395,0.47625,0.226361031518625,0.160130421792042,iforest,5
0.8,NaN,0,1,0,0.302448878291039,kMRCD,6
0.388,0.088,0.22,0.43,0.125714285714286,0.12993290588513,lof,6
0.433,0.132264529058116,0.33,0.45875,0.188841201716738,0.143092788365544,iforest,6
0.8,NaN,0,1,0,0.319895969509025,kMRCD,7
0.38,0.08,0.2,0.425,0.114285714285714,0.13013712289067,lof,7
0.504,0.200404858299595,0.495,0.50625,0.285302593659942,0.177701291568833,iforest,7
0.8,NaN,0,1,0,0.316423667054186,kMRCD,8
0.388,0.088,0.22,0.43,0.125714285714286,0.131315810691303,lof,8
0.481,0.180360721442886,0.45,0.48875,0.257510729613734,0.178694327294197,iforest,8
0.763,0.44574780058651,0.76,0.76375,0.561922365988909,0.369688836418483,kMRCD,9
0.382,0.082,0.205,0.42625,0.117142857142857,0.127807065566901,lof,9
0.457,0.154929577464789,0.385,0.475,0.220946915351506,0.158851429161074,iforest,9
0.8,NaN,0,1,0,0.312575023319123,kMRCD,10
0.378,0.078,0.195,0.42375,0.111428571428571,0.128008966453732,lof,10
0.479,0.178356713426854,0.445,0.4875,0.254649499284692,0.169477430574827,iforest,10
0.8,NaN,0,1,0,0.286358749633836,kMRCD,11
0.354,0.054,0.135,0.40875,0.0771428571428571,0.119012378839425,lof,11
0.478,0.178,0.445,0.48625,0.254285714285714,0.16565892446335,iforest,11
0.738,0.383458646616541,0.51,0.795,0.437768240343348,0.352418675244193,kMRCD,12
0.41,0.11,0.275,0.44375,0.157142857142857,0.137631536658592,lof,12
0.468,0.166666666666667,0.415,0.48125,0.237822349570201,0.159317043329777,iforest,12
0.8,NaN,0,1,0,0.306116343946599,kMRCD,13
0.372,0.072,0.18,0.42,0.102857142857143,0.123646406336504,lof,13
0.458,0.158,0.395,0.47375,0.225714285714286,0.156490257046459,iforest,13
0.793,0,0,0.99125,0,0.439793096696956,kMRCD,14
0.374,0.074,0.185,0.42125,0.105714285714286,0.149000784744806,lof,14
0.475,0.17434869739479,0.435,0.485,0.248927038626609,0.170277613043218,iforest,14
0.796,0,0,0.995,0,0.393077176238536,kMRCD,15
0.398,0.098,0.245,0.43625,0.14,0.145217952978075,lof,15
0.524,0.224,0.56,0.515,0.32,0.198384122287633,iforest,15
0.8,NaN,0,1,0,0.319672530152488,kMRCD,16
0.394,0.094,0.235,0.43375,0.134285714285714,0.142524007309341,lof,16
0.497,0.195171026156942,0.485,0.5,0.278335724533716,0.179114174297559,iforest,16
0.8,0.5,0.005,0.99875,0.0099009900990099,0.594882996922879,kMRCD,17
0.394,0.094,0.235,0.43375,0.134285714285714,0.133003493000871,lof,17
0.425,0.124248496993988,0.31,0.45375,0.177396280400572,0.141429110366685,iforest,17
0.8,NaN,0,1,0,0.65152870142608,kMRCD,18
0.41,0.11,0.275,0.44375,0.157142857142857,0.153776573971071,lof,18
0.486,0.184738955823293,0.46,0.4925,0.263610315186246,0.181881367761424,iforest,18
0.799,0,0,0.99875,0,0.369302741895893,kMRCD,19
0.364,0.064,0.16,0.415,0.0914285714285714,0.120153293126652,lof,19
