accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.612,0.186666666666667,0.28,0.695,0.224,0.165203419746681
0.558,0.0966666666666667,0.145,0.66125,0.116,0.145981656407118
0.596,0.148275862068966,0.215,0.69125,0.175510204081633,0.162751526536018
0.602,0.17,0.255,0.68875,0.204,0.183986050916719
0.594,0.156666666666667,0.235,0.68375,0.188,0.171989706661097
