accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.650073206442167,NaN,0,1,0,0.879187740593669
0.650073206442167,NaN,0,1,0,0
0.850658857979502,0.700879765395894,1,0.77027027027027,0.824137931034483,0.723726849063812
0.850658857979502,0.700879765395894,1,0.77027027027027,0.824137931034483,0.93281729962657
