accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.695,0.307692307692308,0.42,0.76375,0.355179704016913,0.281334360538091
0.628,0.213333333333333,0.32,0.705,0.256,0.200080009307654
0.672,0.286666666666667,0.43,0.7325,0.344,0.268744870055139
0.664,0.273333333333333,0.41,0.7275,0.328,0.274193483351752
0.664,0.273333333333333,0.41,0.7275,0.328,0.261780965654435
