accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.6,0.517857142857143,0.118852459016393,0.925207756232687,0.193333333333333,0.468094139168581
0.596694214876033,NaN,0,1,0,0
0.451239669421488,0.354304635761589,0.438524590163934,0.45983379501385,0.391941391941392,0.369300913905274
0.504132231404959,0.407284768211921,0.504098360655738,0.50415512465374,0.450549450549451,0.414129657501332
