accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.798,0.25,0.005,0.99625,0.00980392156862745,0.254889391582699
0.62,0.2,0.3,0.7,0.24,0.193907783472838
0.664,0.271812080536913,0.405,0.72875,0.325301204819277,0.279123720032124
