accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.88,0.633333333333333,0.95,0.8625,0.76,0.873423181731314
0.53,0.05,0.075,0.64375,0.06,0.114407159143327
0.527,0.0404040404040404,0.06,0.64375,0.0482897384305835,0.135968929113038
0.554,0.09,0.135,0.65875,0.108,0.138490035871389
0.644,0.24,0.36,0.715,0.288,0.231366594347488
