accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.928571428571429,NaN,0,1,0,0.0667644077123464
0.928571428571429,NaN,0,1,0,0
0.664059283655825,0.059025394646534,0.247838616714697,0.696076258035912,0.0953436807095344,0.060642739571614
0.737958007410457,0.18024861878453,0.752161383285303,0.736865440035469,0.290807799442897,0.251133715270562
