accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.595,0.0638297872340425,0.075,0.725,0.0689655172413793,0.143610242823062
0.514,0.0233333333333333,0.035,0.63375,0.028,0.111619281447669
0.605,0.173913043478261,0.26,0.69125,0.208416833667335,0.195506632253171
0.59,0.15,0.225,0.68125,0.18,0.17662594743644
0.618,0.196666666666667,0.295,0.69875,0.236,0.199686658297279
