kernel,accuracy,precision,sensitivity,specificity,f1Score,aucpr,iteration
m3,0.802,0.571428571428571,0.04,0.9925,0.0747663551401869,0.297555892431865,39
Aitchison-Aitken,0.484,0.184,0.46,0.49,0.262857142857143,0.104748647081865,39
Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.103719784525578,39
Wang-Ryzin,0.8,NaN,0,1,0,0.106914433223034,39
Ordered Aitchison-Aitken,0.464,0.164,0.41,0.4775,0.234285714285714,0.115997380967602,39
Ordered Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.111429623869543,39
Linear,0.8,NaN,0,1,0,0.291908175832551,40
RBF,0.8,NaN,0,1,0,0.320994446906054,40
Dirac,0.8,NaN,0,1,0,0.297392194835269,40
k1,0.8,NaN,0,1,0,0.291949198217903,40
m3,0.804,1,0.02,1,0.0392156862745098,0.29493426759652,40
Aitchison-Aitken,0.8,NaN,0,1,0,0.109083070817555,40
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.103755641156489,40
Wang-Ryzin,0.8,NaN,0,1,0,0.107737764324295,40
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0957250045727047,40
Ordered Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.10855447213367,40
Linear,0.8,NaN,0,1,0,0.365518360977101,41
RBF,0.8,NaN,0,1,0,0.326926665840499,41
Dirac,0.8,NaN,0,1,0,0.315280544250615,41
k1,0.8,NaN,0,1,0,0.317258786138861,41
m3,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.344169736012369,41
Aitchison-Aitken,0.8,NaN,0,1,0,0.0937434765080465,41
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0963460966184243,41
Wang-Ryzin,0.8,NaN,0,1,0,0.0986325883236202,41
Ordered Aitchison-Aitken,0.512,0.212,0.53,0.5075,0.302857142857143,0.0936251165254355,41
Ordered Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.109290655102285,41
Linear,0.8,NaN,0,1,0,0.278072323399871,42
RBF,0.8,NaN,0,1,0,0.322945697069547,42
Dirac,0.8,NaN,0,1,0,0.310729874429569,42
k1,0.8,0.5,0.01,0.9975,0.0196078431372549,0.31728328920167,42
m3,0.798,0.466666666666667,0.07,0.98,0.121739130434783,0.328606562704645,42
Aitchison-Aitken,0.8,NaN,0,1,0,0.104543832444806,42
Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.105834773412754,42
Wang-Ryzin,0.8,NaN,0,1,0,0.101589937850526,42
Ordered Aitchison-Aitken,0.488,0.188,0.47,0.4925,0.268571428571429,0.0964816867503944,42
Ordered Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.103664113613338,42
Linear,0.802,1,0.01,1,0.0198019801980198,0.388196018124393,43
RBF,0.8,NaN,0,1,0,0.3138098461823,43
Dirac,0.8,NaN,0,1,0,0.279400465369773,43
k1,0.8,NaN,0,1,0,0.274867761828519,43
m3,0.796,0,0,0.995,0,0.242678064960642,43
Aitchison-Aitken,0.524,0.224,0.56,0.515,0.32,0.091220717486896,43
Li-Racin,0.524,0.224,0.56,0.515,0.32,0.09559712788674,43
Wang-Ryzin,0.8,NaN,0,1,0,0.0951771844629303,43
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0983016242127726,43
Ordered Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0986410506594428,43
Linear,0.8,NaN,0,1,0,0.346652404718737,44
RBF,0.8,NaN,0,1,0,0.360369175791952,44
Dirac,0.8,NaN,0,1,0,0.350859878190397,44
k1,0.8,NaN,0,1,0,0.351023645622906,44
m3,0.806,0.615384615384615,0.08,0.9875,0.141592920353982,0.325677749294423,44
Aitchison-Aitken,0.8,NaN,0,1,0,0.0955247383516631,44
Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0955793248834675,44
Wang-Ryzin,0.8,NaN,0,1,0,0.102121760648944,44
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0932811911982526,44
Ordered Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.102479186287197,44
Linear,0.8,NaN,0,1,0,0.294984847708533,45
RBF,0.8,NaN,0,1,0,0.281464310323304,45
Dirac,0.8,NaN,0,1,0,0.326139294911108,45
k1,0.804,1,0.02,1,0.0392156862745098,0.330130780544158,45
m3,0.802,0.6,0.03,0.995,0.0571428571428571,0.305223983644909,45
Aitchison-Aitken,0.8,NaN,0,1,0,0.0928951498600622,45
Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0948656042532683,45
Wang-Ryzin,0.8,NaN,0,1,0,0.0969983248078314,45
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0947383055427544,45
Ordered Li-Racin,0.528,0.228,0.57,0.5175,0.325714285714286,0.0892879001431678,45
Linear,0.8,NaN,0,1,0,0.280687517374512,46
RBF,0.8,NaN,0,1,0,0.262490653799867,46
Dirac,0.8,NaN,0,1,0,0.257851426823398,46
k1,0.8,NaN,0,1,0,0.260843112556018,46
m3,0.8,0.5,0.03,0.9925,0.0566037735849057,0.279832078564194,46
Aitchison-Aitken,0.8,NaN,0,1,0,0.103064151482185,46
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0939955157000809,46
Wang-Ryzin,0.8,NaN,0,1,0,0.0957461965122493,46
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.111800125602373,46
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0947023906943475,46
Linear,0.8,NaN,0,1,0,0.334409300584799,47
RBF,0.8,NaN,0,1,0,0.392288292014964,47
Dirac,0.8,NaN,0,1,0,0.310546616319013,47
k1,0.8,NaN,0,1,0,0.302587435002404,47
m3,0.798,0,0,0.9975,0,0.324524693858315,47
Aitchison-Aitken,0.8,NaN,0,1,0,0.0942902286190379,47
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0963627126194299,47
Wang-Ryzin,0.8,NaN,0,1,0,0.10219933240952,47
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0944879684721363,47
Ordered Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.103016831573159,47
Linear,0.8,NaN,0,1,0,0.316876456441016,48
RBF,0.8,NaN,0,1,0,0.287864302113013,48
Dirac,0.8,NaN,0,1,0,0.285297516560579,48
k1,0.8,NaN,0,1,0,0.282436898627046,48
m3,0.796,0.333333333333333,0.02,0.99,0.0377358490566038,0.283289825592823,48
Aitchison-Aitken,0.504,0.204,0.51,0.5025,0.291428571428571,0.095517906435315,48
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0969559262968684,48
Wang-Ryzin,0.8,NaN,0,1,0,0.086552080328917,48
Ordered Aitchison-Aitken,0.496,0.196,0.49,0.4975,0.28,0.0942786051647189,48
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.101544475747712,48
Linear,0.8,NaN,0,1,0,0.345259415164928,49
RBF,0.8,NaN,0,1,0,0.307953994034129,49
Dirac,0.8,NaN,0,1,0,0.284347321806524,49
k1,0.802,1,0.01,1,0.0198019801980198,0.27577173222025,49
m3,0.802,1,0.01,1,0.0198019801980198,0.291917712360476,49
Aitchison-Aitken,0.8,NaN,0,1,0,0.0921507494713937,49
Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0882696446430637,49
Wang-Ryzin,0.8,NaN,0,1,0,0.095457995153127,49
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0918945074691537,49
Ordered Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.100696076441787,49
Linear,0.802,1,0.01,1,0.0198019801980198,0.331836866968817,50
RBF,0.8,NaN,0,1,0,0.344811098765914,50
Dirac,0.8,NaN,0,1,0,0.330365486481245,50
k1,0.8,NaN,0,1,0,0.338092881073028,50
m3,0.81,0.777777777777778,0.07,0.995,0.128440366972477,0.349781039344384,50
Aitchison-Aitken,0.8,NaN,0,1,0,0.116128217859876,50
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.106553355195053,50
Wang-Ryzin,0.8,NaN,0,1,0,0.112134083815189,50
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.101245910449203,50
Ordered Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.112741064122158,50
Linear,0.798,0,0,0.9975,0,0.327513427209941,51
RBF,0.8,NaN,0,1,0,0.281629693373456,51
Dirac,0.784,0.25,0.04,0.97,0.0689655172413793,0.26866232512389,51
k1,0.794,0.285714285714286,0.02,0.9875,0.0373831775700935,0.265609817798902,51
m3,0.772,0.25,0.07,0.9475,0.109375,0.288931175880711,51
Aitchison-Aitken,0.532,0.232,0.58,0.52,0.331428571428571,0.0876491032559291,51
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.094306414557427,51
Wang-Ryzin,0.8,NaN,0,1,0,0.095500264502925,51
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.111704449595703,51
Ordered Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.10570672071218,51
Linear,0.804,1,0.02,1,0.0392156862745098,0.430499509626766,52
RBF,0.8,NaN,0,1,0,0.375915450259121,52
Dirac,0.8,NaN,0,1,0,0.318641392898042,52
k1,0.8,NaN,0,1,0,0.311395932383137,52
m3,0.798,0,0,0.9975,0,0.268297299463686,52
Aitchison-Aitken,0.8,NaN,0,1,0,0.108072143793371,52
Li-Racin,0.48,0.18,0.45,0.4875,0.257142857142857,0.108119373943942,52
Wang-Ryzin,0.8,NaN,0,1,0,0.102776164968373,52
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.113070251549435,52
Ordered Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.103773415710751,52
Linear,0.798,0,0,0.9975,0,0.245955106785905,53
RBF,0.8,NaN,0,1,0,0.26477998562012,53
Dirac,0.8,NaN,0,1,0,0.265424157012725,53
k1,0.8,NaN,0,1,0,0.264377362882558,53
m3,0.798,0,0,0.9975,0,0.243540964139755,53
Aitchison-Aitken,0.8,NaN,0,1,0,0.101268421347286,53
Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.109803534474426,53
Wang-Ryzin,0.8,NaN,0,1,0,0.102332634261773,53
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.10143196657829,53
Ordered Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.108910564570952,53
Linear,0.794,0,0,0.9925,0,0.251270777533521,54
RBF,0.798,0,0,0.9975,0,0.283566913067,54
Dirac,0.798,0,0,0.9975,0,0.262315763965212,54
k1,0.798,0,0,0.9975,0,0.258638555313138,54
m3,0.798,0.428571428571429,0.03,0.99,0.0560747663551402,0.272802373422666,54
Aitchison-Aitken,0.8,NaN,0,1,0,0.100811410042801,54
Li-Racin,0.536,0.236,0.59,0.5225,0.337142857142857,0.0873000963896347,54
Wang-Ryzin,0.8,NaN,0,1,0,0.0986304744773191,54
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0972177319746766,54
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.101942545435404,54
Linear,0.802,1,0.01,1,0.0198019801980198,0.332155623506605,55
RBF,0.8,NaN,0,1,0,0.284570501911625,55
Dirac,0.8,NaN,0,1,0,0.299792074317027,55
k1,0.8,NaN,0,1,0,0.291698744185234,55
m3,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.295658123461234,55
Aitchison-Aitken,0.8,NaN,0,1,0,0.0935822875389809,55
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0950763421978352,55
Wang-Ryzin,0.8,NaN,0,1,0,0.100857897092519,55
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.094461570733627,55
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.100387665870534,55
Linear,0.8,NaN,0,1,0,0.585152079940329,56
RBF,0.8,NaN,0,1,0,0.380981562098266,56
Dirac,0.8,NaN,0,1,0,0.362562792780141,56
k1,0.798,0,0,0.9975,0,0.359472042014796,56
m3,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.365761651418555,56
Aitchison-Aitken,0.8,NaN,0,1,0,0.0839782095964326,56
Li-Racin,0.536,0.236,0.59,0.5225,0.337142857142857,0.0867163517565844,56
Wang-Ryzin,0.8,NaN,0,1,0,0.0924628206584373,56
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0810772581130135,56
Ordered Li-Racin,0.536,0.236,0.59,0.5225,0.337142857142857,0.0886564329723189,56
Linear,0.8,NaN,0,1,0,0.902234451415973,57
RBF,0.8,NaN,0,1,0,0.35833732439033,57
Dirac,0.8,NaN,0,1,0,0.307856369139754,57
k1,0.8,NaN,0,1,0,0.299421634373925,57
m3,0.796,0.333333333333333,0.02,0.99,0.0377358490566038,0.32164381985844,57
Aitchison-Aitken,0.8,NaN,0,1,0,0.107131010590918,57
Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.107864795819016,57
Wang-Ryzin,0.8,NaN,0,1,0,0.11214663166638,57
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.100238773676441,57
Ordered Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.11326426586711,57
Linear,0.798,0,0,0.9975,0,0.34286286014525,58
RBF,0.8,NaN,0,1,0,0.346254939447534,58
Dirac,0.798,0,0,0.9975,0,0.341480018189225,58
k1,0.798,0,0,0.9975,0,0.337998970344289,58
m3,0.802,0.533333333333333,0.08,0.9825,0.139130434782609,0.33062046824698,58
Aitchison-Aitken,0.8,NaN,0,1,0,0.0926867942300414,58
Li-Racin,0.48,0.18,0.45,0.4875,0.257142857142857,0.107979557454618,58
Wang-Ryzin,0.8,NaN,0,1,0,0.104775417148128,58
Ordered Aitchison-Aitken,0.48,0.18,0.45,0.4875,0.257142857142857,0.115971283877826,58
Ordered Li-Racin,0.484,0.184,0.46,0.49,0.262857142857143,0.107846030273525,58
Linear,0.8,NaN,0,1,0,0.33949185051296,59
RBF,0.8,NaN,0,1,0,0.368636356043732,59
Dirac,0.8,NaN,0,1,0,0.33282928045059,59
k1,0.8,NaN,0,1,0,0.33573468511257,59
m3,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.319323187669067,59
Aitchison-Aitken,0.8,NaN,0,1,0,0.0952839297210868,59
Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0953361221199069,59
Wang-Ryzin,0.8,NaN,0,1,0,0.0964369395193752,59
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.114310133363889,59
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.100955405637954,59
Linear,0.8,NaN,0,1,0,0.281530730408121,60
RBF,0.8,NaN,0,1,0,0.301675897670195,60
Dirac,0.8,NaN,0,1,0,0.270956136251547,60
k1,0.8,NaN,0,1,0,0.265144240340116,60
m3,0.8,0.5,0.03,0.9925,0.0566037735849057,0.274394843546383,60
Aitchison-Aitken,0.8,NaN,0,1,0,0.106087911240061,60
Li-Racin,0.48,0.18,0.45,0.4875,0.257142857142857,0.106605429579872,60
Wang-Ryzin,0.8,NaN,0,1,0,0.102781693295387,60
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.109512348573495,60
Ordered Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.110401305398373,60
Linear,0.802,1,0.01,1,0.0198019801980198,0.588387658617686,61
RBF,0.8,NaN,0,1,0,0.407679055773777,61
Dirac,0.802,1,0.01,1,0.0198019801980198,0.378374609564631,61
k1,0.802,1,0.01,1,0.0198019801980198,0.378041190703472,61
m3,0.808,0.833333333333333,0.05,0.9975,0.0943396226415094,0.374209208475756,61
Aitchison-Aitken,0.8,NaN,0,1,0,0.0939802433682161,61
Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0942312465482747,61
Wang-Ryzin,0.8,NaN,0,1,0,0.0991008531023014,61
Ordered Aitchison-Aitken,0.524,0.224,0.56,0.515,0.32,0.103461335680037,61
Ordered Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.108620854724993,61
Linear,0.8,NaN,0,1,0,0.299087152912067,62
RBF,0.8,NaN,0,1,0,0.307145656197724,62
Dirac,0.8,NaN,0,1,0,0.29215985577552,62
k1,0.8,NaN,0,1,0,0.299726071994278,62
m3,0.794,0.363636363636364,0.04,0.9825,0.0720720720720721,0.288372613014348,62
Aitchison-Aitken,0.488,0.188,0.47,0.4925,0.268571428571429,0.102995743372465,62
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0962249104060248,62
Wang-Ryzin,0.8,NaN,0,1,0,0.0983867054767034,62
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.102341770469146,62
Ordered Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.109786712594886,62
Linear,0.796,0,0,0.995,0,0.309047585586436,63
RBF,0.8,NaN,0,1,0,0.302321876554764,63
Dirac,0.8,0.5,0.01,0.9975,0.0196078431372549,0.295630593209058,63
k1,0.802,0.666666666666667,0.02,0.9975,0.0388349514563107,0.311128163415433,63
m3,0.802,0.571428571428571,0.04,0.9925,0.0747663551401869,0.310699028830725,63
Aitchison-Aitken,0.8,NaN,0,1,0,0.0898328348200609,63
Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0950525652621424,63
Wang-Ryzin,0.8,NaN,0,1,0,0.0890885932721791,63
Ordered Aitchison-Aitken,0.5,0.2,0.5,0.5,0.285714285714286,0.10568257318096,63
Ordered Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0979247553305943,63
Linear,0.8,NaN,0,1,0,0.331747984664524,64
RBF,0.8,NaN,0,1,0,0.329588631241144,64
Dirac,0.8,NaN,0,1,0,0.308371134304633,64
k1,0.798,0,0,0.9975,0,0.32087009401306,64
m3,0.794,0.411764705882353,0.07,0.975,0.11965811965812,0.291101178579734,64
Aitchison-Aitken,0.508,0.208,0.52,0.505,0.297142857142857,0.0958060711237418,64
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.097352110354474,64
Wang-Ryzin,0.8,NaN,0,1,0,0.0960285901644005,64
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.098962412694089,64
Ordered Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.104119350298906,64
Linear,0.8,NaN,0,1,0,0.350116812896578,65
RBF,0.8,NaN,0,1,0,0.325433378949806,65
Dirac,0.8,NaN,0,1,0,0.311879459050166,65
k1,0.8,NaN,0,1,0,0.327340512501738,65
m3,0.8,0.5,0.02,0.995,0.0384615384615385,0.309500164203862,65
Aitchison-Aitken,0.464,0.164,0.41,0.4775,0.234285714285714,0.107421645642281,65
Li-Racin,0.468,0.168,0.42,0.48,0.24,0.105127799459066,65
Wang-Ryzin,0.8,NaN,0,1,0,0.112648133750643,65
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.118968513202027,65
Ordered Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.11424716290192,65
Linear,0.8,NaN,0,1,0,0.582699851663553,66
RBF,0.8,NaN,0,1,0,0.312687663625251,66
Dirac,0.8,NaN,0,1,0,0.329106661198463,66
k1,0.798,0,0,0.9975,0,0.328915755880753,66
m3,0.8,NaN,0,1,0,0.354904311373526,66
Aitchison-Aitken,0.8,NaN,0,1,0,0.0979442576169285,66
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0994675478137341,66
Wang-Ryzin,0.8,NaN,0,1,0,0.101164688409603,66
Ordered Aitchison-Aitken,0.496,0.196,0.49,0.4975,0.28,0.111167377232837,66
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.101797157273739,66
Linear,0.796,0,0,0.995,0,0.292223800371993,67
RBF,0.8,NaN,0,1,0,0.275565257952934,67
Dirac,0.8,NaN,0,1,0,0.281802709371239,67
k1,0.8,NaN,0,1,0,0.284047003306138,67
m3,0.798,0,0,0.9975,0,0.265077919920799,67
Aitchison-Aitken,0.468,0.168,0.42,0.48,0.24,0.107370326921364,67
Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.106660468143442,67
Wang-Ryzin,0.8,NaN,0,1,0,0.104066634897156,67
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.113595050245998,67
Ordered Li-Racin,0.468,0.168,0.42,0.48,0.24,0.109440605916731,67
Linear,0.8,0.5,0.01,0.9975,0.0196078431372549,0.28160721087729,68
RBF,0.796,0,0,0.995,0,0.274262484252585,68
Dirac,0.798,0,0,0.9975,0,0.239690510717898,68
k1,0.796,0,0,0.995,0,0.241722777631381,68
m3,0.792,0.3,0.03,0.9825,0.0545454545454545,0.272395321595344,68
Aitchison-Aitken,0.8,NaN,0,1,0,0.0930012717158238,68
Li-Racin,0.544,0.244,0.61,0.5275,0.348571428571429,0.0892859022923987,68
Wang-Ryzin,0.8,NaN,0,1,0,0.091344649939267,68
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.091056212317842,68
Ordered Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0947078342492325,68
Linear,0.804,1,0.02,1,0.0392156862745098,0.38378247757536,69
RBF,0.8,NaN,0,1,0,0.295943201696827,69
Dirac,0.8,NaN,0,1,0,0.290828881046931,69
k1,0.798,0,0,0.9975,0,0.287127337962531,69
m3,0.786,0.315789473684211,0.06,0.9675,0.100840336134454,0.282801437068907,69
Aitchison-Aitken,0.8,NaN,0,1,0,0.0992699316484738,69
Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.107330910933813,69
Wang-Ryzin,0.8,NaN,0,1,0,0.0983595150936352,69
Ordered Aitchison-Aitken,0.48,0.18,0.45,0.4875,0.257142857142857,0.0987952914332804,69
Ordered Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.108274208153759,69
Linear,0.8,NaN,0,1,0,0.327180680592542,70
RBF,0.8,NaN,0,1,0,0.305823750340963,70
Dirac,0.8,NaN,0,1,0,0.248571192570349,70
k1,0.8,NaN,0,1,0,0.252351673739948,70
m3,0.792,0.3,0.03,0.9825,0.0545454545454545,0.263128593071624,70
Aitchison-Aitken,0.508,0.208,0.52,0.505,0.297142857142857,0.10034503516904,70
Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.0970026183723954,70
Wang-Ryzin,0.8,NaN,0,1,0,0.100717766082432,70
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0957533565792294,70
Ordered Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.109219953039883,70
Linear,0.8,NaN,0,1,0,0.275777411702921,71
RBF,0.798,0,0,0.9975,0,0.287963512392171,71
Dirac,0.798,0,0,0.9975,0,0.27180937157694,71
k1,0.8,NaN,0,1,0,0.269794101499689,71
m3,0.796,0,0,0.995,0,0.281652607248675,71
Aitchison-Aitken,0.8,NaN,0,1,0,0.0936437422695632,71
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0994819901288919,71
Wang-Ryzin,0.8,NaN,0,1,0,0.0994860185925781,71
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0917452593400933,71
Ordered Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0988136928367199,71
Linear,0.8,NaN,0,1,0,0.361129940018934,72
RBF,0.8,NaN,0,1,0,0.323659945064005,72
Dirac,0.8,NaN,0,1,0,0.289290303315575,72
k1,0.8,NaN,0,1,0,0.285838253537257,72
m3,0.796,0.25,0.01,0.9925,0.0192307692307692,0.260627301441405,72
Aitchison-Aitken,0.8,NaN,0,1,0,0.0911607105226803,72
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0974369828269892,72
Wang-Ryzin,0.8,NaN,0,1,0,0.100534089470255,72
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.114146978650765,72
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.101916139910961,72
Linear,0.8,NaN,0,1,0,0.420360250843099,73
RBF,0.8,NaN,0,1,0,0.349546379283971,73
Dirac,0.794,0,0,0.9925,0,0.283097643886962,73
k1,0.792,0.333333333333333,0.04,0.98,0.0714285714285714,0.284788593116725,73
m3,0.79,0.380952380952381,0.08,0.9675,0.132231404958678,0.287652002939142,73
Aitchison-Aitken,0.8,NaN,0,1,0,0.104468399906449,73
Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.0999187254250357,73
Wang-Ryzin,0.8,NaN,0,1,0,0.105104273802729,73
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.107096156197679,73
Ordered Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.104611692802743,73
Linear,0.804,1,0.02,1,0.0392156862745098,0.344855236294604,74
RBF,0.8,NaN,0,1,0,0.333383282228256,74
Dirac,0.802,1,0.01,1,0.0198019801980198,0.262406779062021,74
k1,0.802,1,0.01,1,0.0198019801980198,0.258693102346496,74
m3,0.788,0.25,0.03,0.9775,0.0535714285714286,0.25071297857135,74
Aitchison-Aitken,0.8,NaN,0,1,0,0.0978480921710595,74
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0947790504744886,74
Wang-Ryzin,0.8,NaN,0,1,0,0.100310179130638,74
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.118451343615116,74
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.103568929267287,74
Linear,0.8,0.5,0.01,0.9975,0.0196078431372549,0.304064941305429,75
RBF,0.8,NaN,0,1,0,0.286566945321193,75
Dirac,0.8,NaN,0,1,0,0.285220824551804,75
k1,0.8,0.5,0.01,0.9975,0.0196078431372549,0.28151604276756,75
m3,0.798,0,0,0.9975,0,0.282913427762406,75
Aitchison-Aitken,0.5,0.2,0.5,0.5,0.285714285714286,0.0958366239680292,75
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.10980926839264,75
Wang-Ryzin,0.8,NaN,0,1,0,0.106434305895202,75
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.116383763789581,75
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.105453409905313,75
Linear,0.802,1,0.01,1,0.0198019801980198,0.414762222566706,76
RBF,0.8,NaN,0,1,0,0.343955398202326,76
Dirac,0.8,NaN,0,1,0,0.292306453450967,76
k1,0.8,NaN,0,1,0,0.290924471646619,76
m3,0.802,1,0.01,1,0.0198019801980198,0.302902762582677,76
Aitchison-Aitken,0.8,NaN,0,1,0,0.103202617189328,76
Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0939612359502507,76
Wang-Ryzin,0.8,NaN,0,1,0,0.0983403913497267,76
Ordered Aitchison-Aitken,0.488,0.188,0.47,0.4925,0.268571428571429,0.0937111738296431,76
Ordered Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.100957875677185,76
Linear,0.798,0,0,0.9975,0,0.321265811053201,77
RBF,0.8,NaN,0,1,0,0.285564270916695,77
Dirac,0.8,NaN,0,1,0,0.333710661799349,77
k1,0.8,NaN,0,1,0,0.340743798624776,77
m3,0.804,0.75,0.03,0.9975,0.0576923076923077,0.313452998564665,77
Aitchison-Aitken,0.8,NaN,0,1,0,0.0948089846013258,77
Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.104547942961809,77
Wang-Ryzin,0.8,NaN,0,1,0,0.100534366257781,77
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.107937804239985,77
Ordered Li-Racin,0.8,NaN,0,1,0,0.109542506587252,77
Linear,0.8,NaN,0,1,0,0.330797663038331,78
RBF,0.8,NaN,0,1,0,0.319648921867237,78
Dirac,0.8,NaN,0,1,0,0.297433729375267,78
k1,0.8,NaN,0,1,0,0.299989727147093,78
m3,0.796,0,0,0.995,0,0.285807564227118,78
Aitchison-Aitken,0.8,NaN,0,1,0,0.103706599037606,78
