kernel,accuracy,precision,sensitivity,specificity,f1Score,aucpr,iteration
Li-Racin,0.468,0.168,0.42,0.48,0.24,0.110502639387732,78
Wang-Ryzin,0.8,NaN,0,1,0,0.10878689629449,78
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.118327373261341,78
Ordered Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.117089411314304,78
Linear,0.802,1,0.01,1,0.0198019801980198,0.305283293834044,79
RBF,0.8,NaN,0,1,0,0.310830213654799,79
Dirac,0.8,NaN,0,1,0,0.291658502004117,79
k1,0.798,0,0,0.9975,0,0.295331117608505,79
m3,0.798,0,0,0.9975,0,0.285571420574564,79
Aitchison-Aitken,0.8,NaN,0,1,0,0.108384438450348,79
Li-Racin,0.472,0.172,0.43,0.4825,0.245714285714286,0.108219390944284,79
Wang-Ryzin,0.8,NaN,0,1,0,0.109986609748685,79
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.114270377376588,79
Ordered Li-Racin,0.48,0.18,0.45,0.4875,0.257142857142857,0.112588831731761,79
Linear,0.8,NaN,0,1,0,0.298629627977092,80
RBF,0.8,NaN,0,1,0,0.304238187565849,80
Dirac,0.8,NaN,0,1,0,0.299554311163005,80
k1,0.8,NaN,0,1,0,0.306216485181701,80
m3,0.798,0.428571428571429,0.03,0.99,0.0560747663551402,0.30595478121067,80
Aitchison-Aitken,0.8,NaN,0,1,0,0.094175453124487,80
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0957077006259291,80
Wang-Ryzin,0.8,NaN,0,1,0,0.0995261844286365,80
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.108978650044402,80
Ordered Li-Racin,0.8,NaN,0,1,0,0.0981084391343718,80
Linear,0.802,1,0.01,1,0.0198019801980198,0.410365697952307,81
RBF,0.8,NaN,0,1,0,0.371448541218023,81
Dirac,0.8,NaN,0,1,0,0.299599261259177,81
k1,0.8,NaN,0,1,0,0.302014478722827,81
m3,0.8,0.5,0.01,0.9975,0.0196078431372549,0.324582069463527,81
Aitchison-Aitken,0.8,NaN,0,1,0,0.0824488031887312,81
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0938274878526644,81
Wang-Ryzin,0.8,NaN,0,1,0,0.0945247685468456,81
Ordered Aitchison-Aitken,0.5,0.2,0.5,0.5,0.285714285714286,0.109248343675877,81
Ordered Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0959437241082712,81
Linear,0.802,1,0.01,1,0.0198019801980198,0.228984877401492,82
RBF,0.8,NaN,0,1,0,0.225220534277462,82
Dirac,0.798,0,0,0.9975,0,0.218518458344633,82
k1,0.8,NaN,0,1,0,0.223963606057632,82
m3,0.78,0.0833333333333333,0.01,0.9725,0.0178571428571429,0.22537642446936,82
Aitchison-Aitken,0.8,NaN,0,1,0,0.100200895127061,82
Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0948535241275492,82
Wang-Ryzin,0.8,NaN,0,1,0,0.107399623235707,82
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0992913222267101,82
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.0991820272870245,82
Linear,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.306327166039195,83
RBF,0.8,NaN,0,1,0,0.320281200253249,83
Dirac,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.308337939805354,83
k1,0.8,0.5,0.01,0.9975,0.0196078431372549,0.312375506891045,83
m3,0.8,0.5,0.04,0.99,0.0740740740740741,0.313339010801455,83
Aitchison-Aitken,0.8,NaN,0,1,0,0.105699430778007,83
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0992622046597403,83
Wang-Ryzin,0.8,NaN,0,1,0,0.104742186680629,83
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0991076685707782,83
Ordered Li-Racin,0.476,0.176,0.44,0.485,0.251428571428571,0.112654320937038,83
Linear,0.8,NaN,0,1,0,0.364475094513847,84
RBF,0.8,NaN,0,1,0,0.367947412434236,84
Dirac,0.8,NaN,0,1,0,0.274204295933226,84
k1,0.8,NaN,0,1,0,0.268610941617099,84
m3,0.782,0,0,0.9775,0,0.258043173437236,84
Aitchison-Aitken,0.8,NaN,0,1,0,0.0908792684942675,84
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.101621320490249,84
Wang-Ryzin,0.8,NaN,0,1,0,0.100417092854211,84
Ordered Aitchison-Aitken,0.496,0.196,0.49,0.4975,0.28,0.0928532330011365,84
Ordered Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0987601540716581,84
Linear,0.798,0,0,0.9975,0,0.283813094397943,85
RBF,0.8,NaN,0,1,0,0.27384022720085,85
Dirac,0.798,0,0,0.9975,0,0.223977473633609,85
k1,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.225585649164881,85
m3,0.77,0.173913043478261,0.04,0.9525,0.0650406504065041,0.233510775099784,85
Aitchison-Aitken,0.8,NaN,0,1,0,0.0934508507347207,85
Li-Racin,0.496,0.196,0.49,0.4975,0.28,0.104153671775844,85
Wang-Ryzin,0.8,NaN,0,1,0,0.0956116303183204,85
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0975520102132737,85
Ordered Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0947948607585506,85
Linear,0.8,NaN,0,1,0,0.245307124576173,86
RBF,0.8,NaN,0,1,0,0.253189134954007,86
Dirac,0.8,NaN,0,1,0,0.244192761891715,86
k1,0.8,NaN,0,1,0,0.248167944091331,86
m3,0.802,1,0.01,1,0.0198019801980198,0.247357388043103,86
Aitchison-Aitken,0.5,0.2,0.5,0.5,0.285714285714286,0.101285352405376,86
Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.0994047410660555,86
Wang-Ryzin,0.8,NaN,0,1,0,0.107149007078487,86
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.101597106800842,86
Ordered Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.107121440037016,86
Linear,0.8,NaN,0,1,0,0.342390283455939,87
RBF,0.8,NaN,0,1,0,0.382102810254065,87
Dirac,0.802,1,0.01,1,0.0198019801980198,0.293230063974415,87
k1,0.8,0.5,0.01,0.9975,0.0196078431372549,0.28482003309122,87
m3,0.802,0.529411764705882,0.09,0.98,0.153846153846154,0.308874663226084,87
Aitchison-Aitken,0.8,NaN,0,1,0,0.090647436605323,87
Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.0977633765076308,87
Wang-Ryzin,0.8,NaN,0,1,0,0.108441924445675,87
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.105405790935197,87
Ordered Li-Racin,0.492,0.192,0.48,0.495,0.274285714285714,0.108950314074386,87
Linear,0.804,1,0.02,1,0.0392156862745098,0.297304365774416,88
RBF,0.8,NaN,0,1,0,0.282586676492908,88
Dirac,0.802,0.666666666666667,0.02,0.9975,0.0388349514563107,0.290805020605581,88
k1,0.802,0.666666666666667,0.02,0.9975,0.0388349514563107,0.292600859978936,88
m3,0.8,0.5,0.06,0.985,0.107142857142857,0.290439256781034,88
Aitchison-Aitken,0.8,NaN,0,1,0,0.0843896188828553,88
Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0941399958279639,88
Wang-Ryzin,0.8,NaN,0,1,0,0.0926810021416323,88
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0885793994369541,88
Ordered Li-Racin,0.528,0.228,0.57,0.5175,0.325714285714286,0.0962023999291283,88
Linear,0.8,NaN,0,1,0,0.313050855620499,89
RBF,0.8,NaN,0,1,0,0.325215683961115,89
Dirac,0.8,NaN,0,1,0,0.289320961843275,89
k1,0.8,NaN,0,1,0,0.297858873919148,89
m3,0.8,NaN,0,1,0,0.304932892747036,89
Aitchison-Aitken,0.504,0.204,0.51,0.5025,0.291428571428571,0.0972140117625685,89
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0947333815891265,89
Wang-Ryzin,0.8,NaN,0,1,0,0.0966265617812497,89
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0905403204275514,89
Ordered Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.102468664281588,89
Linear,0.798,0,0,0.9975,0,0.299504316912902,90
RBF,0.8,NaN,0,1,0,0.308477041106628,90
Dirac,0.798,0,0,0.9975,0,0.274755103718359,90
k1,0.798,0,0,0.9975,0,0.28501728403102,90
m3,0.794,0.285714285714286,0.02,0.9875,0.0373831775700935,0.279610396199381,90
Aitchison-Aitken,0.8,NaN,0,1,0,0.103117060054196,90
Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.0992150109236382,90
Wang-Ryzin,0.8,NaN,0,1,0,0.10399452264615,90
Ordered Aitchison-Aitken,0.504,0.204,0.51,0.5025,0.291428571428571,0.106515549056883,90
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.107287024658234,90
Linear,0.798,0,0,0.9975,0,0.254347320141803,91
RBF,0.8,NaN,0,1,0,0.248941606094276,91
Dirac,0.8,NaN,0,1,0,0.250750870617156,91
k1,0.8,NaN,0,1,0,0.250139669231865,91
m3,0.79,0.142857142857143,0.01,0.985,0.0186915887850467,0.228664468011686,91
Aitchison-Aitken,0.516,0.216,0.54,0.51,0.308571428571429,0.0957641455924436,91
Li-Racin,0.528,0.228,0.57,0.5175,0.325714285714286,0.0922812969340399,91
Wang-Ryzin,0.8,NaN,0,1,0,0.0943720222700311,91
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.105947995005415,91
Ordered Li-Racin,0.504,0.204,0.51,0.5025,0.291428571428571,0.103323236922964,91
Linear,0.8,NaN,0,1,0,0.273910575226516,92
RBF,0.8,NaN,0,1,0,0.2715420938445,92
Dirac,0.8,NaN,0,1,0,0.269655263717602,92
k1,0.8,NaN,0,1,0,0.274549183559246,92
m3,0.784,0.1,0.01,0.9775,0.0181818181818182,0.237116702391278,92
Aitchison-Aitken,0.8,NaN,0,1,0,0.0915516539802842,92
Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0926160333839726,92
Wang-Ryzin,0.8,NaN,0,1,0,0.0950764960934385,92
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.101225161121929,92
Ordered Li-Racin,0.524,0.224,0.56,0.515,0.32,0.0954350088110816,92
Linear,0.8,NaN,0,1,0,0.308939219352342,93
RBF,0.8,NaN,0,1,0,0.280200220296653,93
Dirac,0.8,NaN,0,1,0,0.248514598133645,93
k1,0.794,0,0,0.9925,0,0.24651348342141,93
m3,0.792,0.25,0.02,0.985,0.037037037037037,0.257900551627672,93
Aitchison-Aitken,0.8,NaN,0,1,0,0.104826195037346,93
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.104223307298177,93
Wang-Ryzin,0.8,NaN,0,1,0,0.0983953918248862,93
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.112744739103165,93
Ordered Li-Racin,0.8,NaN,0,1,0,0.107571967659212,93
Linear,0.8,NaN,0,1,0,0.244547657233326,94
RBF,0.8,NaN,0,1,0,0.266530994459228,94
Dirac,0.804,1,0.02,1,0.0392156862745098,0.287054449433565,94
k1,0.804,1,0.02,1,0.0392156862745098,0.288665681370626,94
m3,0.8,0.5,0.06,0.985,0.107142857142857,0.286001637950837,94
Aitchison-Aitken,0.8,NaN,0,1,0,0.0973894886274693,94
Li-Racin,0.52,0.22,0.55,0.5125,0.314285714285714,0.0960905344769099,94
Wang-Ryzin,0.8,NaN,0,1,0,0.0930490688172701,94
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.110800650262006,94
Ordered Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0968876378736401,94
Linear,0.8,NaN,0,1,0,0.242744304913318,95
RBF,0.8,NaN,0,1,0,0.280793560529985,95
Dirac,0.8,NaN,0,1,0,0.242986179259455,95
k1,0.8,NaN,0,1,0,0.242103480365556,95
m3,0.798,0,0,0.9975,0,0.265273317746355,95
Aitchison-Aitken,0.8,NaN,0,1,0,0.0988356737489396,95
Li-Racin,0.5,0.2,0.5,0.5,0.285714285714286,0.0949717213168035,95
Wang-Ryzin,0.8,NaN,0,1,0,0.0945088734799124,95
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0944759142616521,95
Ordered Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.10096404051602,95
Linear,0.8,NaN,0,1,0,0.245729036202292,96
RBF,0.8,NaN,0,1,0,0.280122835885761,96
Dirac,0.8,NaN,0,1,0,0.259977135649495,96
k1,0.798,0,0,0.9975,0,0.256734153290571,96
m3,0.78,0.0833333333333333,0.01,0.9725,0.0178571428571429,0.228931590985865,96
Aitchison-Aitken,0.508,0.208,0.52,0.505,0.297142857142857,0.0986138164243763,96
Li-Racin,0.512,0.212,0.53,0.5075,0.302857142857143,0.0977966405582478,96
Wang-Ryzin,0.8,NaN,0,1,0,0.10178908254393,96
Ordered Aitchison-Aitken,0.544,0.244,0.61,0.5275,0.348571428571429,0.0790091888230437,96
Ordered Li-Racin,0.508,0.208,0.52,0.505,0.297142857142857,0.102041594997637,96
Linear,0.8,NaN,0,1,0,0.31778288088119,97
RBF,0.8,NaN,0,1,0,0.320496728216086,97
Dirac,0.8,NaN,0,1,0,0.32534897227438,97
k1,0.8,NaN,0,1,0,0.32871570566816,97
m3,0.8,0.5,0.01,0.9975,0.0196078431372549,0.351735211918094,97
Aitchison-Aitken,0.8,NaN,0,1,0,0.106465034869305,97
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.10270269666685,97
Wang-Ryzin,0.8,NaN,0,1,0,0.107240899486774,97
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.120661801897554,97
Ordered Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.111495860390278,97
Linear,0.798,0,0,0.9975,0,0.306860390055196,98
RBF,0.8,NaN,0,1,0,0.269118201482828,98
Dirac,0.8,NaN,0,1,0,0.270636417246079,98
k1,0.8,NaN,0,1,0,0.270188061403166,98
m3,0.794,0.333333333333333,0.03,0.985,0.055045871559633,0.250617755308509,98
Aitchison-Aitken,0.516,0.216,0.54,0.51,0.308571428571429,0.0975279902054719,98
Li-Racin,0.528,0.228,0.57,0.5175,0.325714285714286,0.091931986930481,98
Wang-Ryzin,0.8,NaN,0,1,0,0.092852219384177,98
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.0897968982078512,98
Ordered Li-Racin,0.516,0.216,0.54,0.51,0.308571428571429,0.0932325851520889,98
Linear,0.8,0.5,0.01,0.9975,0.0196078431372549,0.255553777820625,99
RBF,0.8,NaN,0,1,0,0.246758332269482,99
Dirac,0.8,NaN,0,1,0,0.238799724563546,99
k1,0.8,NaN,0,1,0,0.233776202626999,99
m3,0.796,0.25,0.01,0.9925,0.0192307692307692,0.225958888551789,99
Aitchison-Aitken,0.8,NaN,0,1,0,0.0993136642100677,99
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.101298805077895,99
Wang-Ryzin,0.8,NaN,0,1,0,0.108851667446869,99
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.106899580942699,99
Ordered Li-Racin,0.484,0.184,0.46,0.49,0.262857142857143,0.102016994692213,99
Linear,0.802,1,0.01,1,0.0198019801980198,0.500573078088011,100
RBF,0.802,1,0.01,1,0.0198019801980198,0.447009415131623,100
Dirac,0.8,NaN,0,1,0,0.354168545034276,100
k1,0.8,NaN,0,1,0,0.358203677723716,100
m3,0.802,1,0.01,1,0.0198019801980198,0.417276638278519,100
Aitchison-Aitken,0.8,NaN,0,1,0,0.107490330828112,100
Li-Racin,0.488,0.188,0.47,0.4925,0.268571428571429,0.101853601181468,100
Wang-Ryzin,0.8,NaN,0,1,0,0.110905526737205,100
Ordered Aitchison-Aitken,0.8,NaN,0,1,0,0.111581910685464,100
Ordered Li-Racin,0.484,0.184,0.46,0.49,0.262857142857143,0.112658592710046,100
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.287243707310188,1
RBF-PCA,0.8,NaN,0,1,0,0.289363872631314,1
Linear-PCA,0.8,NaN,0,1,0,0.268583454879508,2
RBF-PCA,0.8,NaN,0,1,0,0.268735995128434,2
Linear-PCA,0.8,NaN,0,1,0,0.255145111749359,3
RBF-PCA,0.8,NaN,0,1,0,0.247837309443568,3
Linear-PCA,0.8,NaN,0,1,0,0.244575387696263,4
RBF-PCA,0.8,NaN,0,1,0,0.252532597878338,4
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.316128293478322,5
RBF-PCA,0.8,NaN,0,1,0,0.292293133658268,5
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.262975236641889,6
RBF-PCA,0.8,NaN,0,1,0,0.289650875180855,6
Linear-PCA,0.798,0,0,0.9975,0,0.223317517978239,7
RBF-PCA,0.8,NaN,0,1,0,0.244919023304435,7
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.299928892198303,8
RBF-PCA,0.8,NaN,0,1,0,0.309199409883944,8
Linear-PCA,0.8,NaN,0,1,0,0.249962574692568,9
RBF-PCA,0.8,NaN,0,1,0,0.267728287221642,9
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.532704931708375,10
RBF-PCA,0.8,NaN,0,1,0,0.458008612128583,10
Linear-PCA,0.8,NaN,0,1,0,0.298668219428025,11
RBF-PCA,0.8,NaN,0,1,0,0.335269035801417,11
Linear-PCA,0.798,0,0,0.9975,0,0.252005632849739,12
RBF-PCA,0.8,NaN,0,1,0,0.251198227343125,12
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.411650772954815,13
RBF-PCA,0.8,NaN,0,1,0,0.340957277566543,13
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.326784620927975,14
RBF-PCA,0.8,NaN,0,1,0,0.360714133471307,14
Linear-PCA,0.798,0,0,0.9975,0,0.309710479403326,15
RBF-PCA,0.8,NaN,0,1,0,0.296602384979764,15
Linear-PCA,0.8,NaN,0,1,0,0.454907604520784,16
RBF-PCA,0.8,NaN,0,1,0,0.329617712830039,16
Linear-PCA,0.8,NaN,0,1,0,0.284518700325603,17
RBF-PCA,0.8,NaN,0,1,0,0.286962729208823,17
Linear-PCA,0.8,NaN,0,1,0,0.2288360284097,18
RBF-PCA,0.8,NaN,0,1,0,0.227514821494833,18
Linear-PCA,0.798,0,0,0.9975,0,0.408283475345619,19
RBF-PCA,0.8,NaN,0,1,0,0.38920885366359,19
Linear-PCA,0.798,0,0,0.9975,0,0.2997105652192,20
RBF-PCA,0.8,NaN,0,1,0,0.284915767221899,20
Linear-PCA,0.8,NaN,0,1,0,0.369125245329379,21
RBF-PCA,0.8,NaN,0,1,0,0.380660314472609,21
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.431122088307514,22
RBF-PCA,0.8,NaN,0,1,0,0.38554048012266,22
Linear-PCA,0.8,NaN,0,1,0,0.354927628070228,23
RBF-PCA,0.8,NaN,0,1,0,0.313099246306464,23
Linear-PCA,0.798,0,0,0.9975,0,0.322502674783392,24
RBF-PCA,0.8,NaN,0,1,0,0.315253196012907,24
Linear-PCA,0.8,NaN,0,1,0,0.299224346973149,25
RBF-PCA,0.8,NaN,0,1,0,0.285097076899297,25
Linear-PCA,0.8,NaN,0,1,0,0.475222063338986,26
RBF-PCA,0.8,NaN,0,1,0,0.370990675787323,26
Linear-PCA,0.8,NaN,0,1,0,0.311005603573904,27
RBF-PCA,0.8,NaN,0,1,0,0.306716848307773,27
Linear-PCA,0.8,NaN,0,1,0,0.291387735593658,28
RBF-PCA,0.8,NaN,0,1,0,0.311938584103712,28
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.31715996002229,29
RBF-PCA,0.802,1,0.01,1,0.0198019801980198,0.303975556778247,29
Linear-PCA,0.798,0,0,0.9975,0,0.248510275846738,30
RBF-PCA,0.8,NaN,0,1,0,0.279103058076419,30
Linear-PCA,0.804,1,0.02,1,0.0392156862745098,0.335536638865943,31
RBF-PCA,0.8,NaN,0,1,0,0.335099243668613,31
Linear-PCA,0.8,NaN,0,1,0,0.350031510306364,32
RBF-PCA,0.8,NaN,0,1,0,0.329531323774237,32
Linear-PCA,0.8,NaN,0,1,0,0.327807442261925,33
RBF-PCA,0.8,NaN,0,1,0,0.311387646772842,33
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.2892767691648,34
RBF-PCA,0.8,NaN,0,1,0,0.333737184058437,34
Linear-PCA,0.8,NaN,0,1,0,0.327196998512949,35
RBF-PCA,0.8,NaN,0,1,0,0.313559821074274,35
Linear-PCA,0.8,NaN,0,1,0,0.280568428663481,36
RBF-PCA,0.8,NaN,0,1,0,0.30442004726709,36
Linear-PCA,0.8,NaN,0,1,0,0.273060119812655,37
RBF-PCA,0.8,NaN,0,1,0,0.262628983238848,37
Linear-PCA,0.8,NaN,0,1,0,0.283200425256233,38
RBF-PCA,0.8,NaN,0,1,0,0.294919204439098,38
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.276985826075198,39
RBF-PCA,0.8,NaN,0,1,0,0.291310851532075,39
Linear-PCA,0.8,NaN,0,1,0,0.286046549183732,40
RBF-PCA,0.8,NaN,0,1,0,0.320994446906054,40
Linear-PCA,0.8,NaN,0,1,0,0.384978186457208,41
RBF-PCA,0.8,NaN,0,1,0,0.326926665840499,41
Linear-PCA,0.798,0,0,0.9975,0,0.293456175359626,42
RBF-PCA,0.8,NaN,0,1,0,0.322945697069547,42
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.357587156249366,43
RBF-PCA,0.8,NaN,0,1,0,0.313886372313174,43
Linear-PCA,0.8,NaN,0,1,0,0.31001762513656,44
RBF-PCA,0.8,NaN,0,1,0,0.360255389426631,44
Linear-PCA,0.8,NaN,0,1,0,0.287705040297948,45
RBF-PCA,0.8,NaN,0,1,0,0.281464310323304,45
Linear-PCA,0.8,NaN,0,1,0,0.26101700266011,46
RBF-PCA,0.8,NaN,0,1,0,0.262508194826836,46
Linear-PCA,0.8,NaN,0,1,0,0.343374160293878,47
RBF-PCA,0.8,NaN,0,1,0,0.392288292014964,47
Linear-PCA,0.8,NaN,0,1,0,0.324482083518826,48
RBF-PCA,0.8,NaN,0,1,0,0.287893996654128,48
Linear-PCA,0.8,NaN,0,1,0,0.32540819388051,49
RBF-PCA,0.8,NaN,0,1,0,0.307953994034129,49
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.340667400890039,50
RBF-PCA,0.8,NaN,0,1,0,0.344791303055046,50
Linear-PCA,0.798,0,0,0.9975,0,0.294696138692601,51
RBF-PCA,0.8,NaN,0,1,0,0.281629693373456,51
Linear-PCA,0.8,NaN,0,1,0,0.401556066840487,52
RBF-PCA,0.8,NaN,0,1,0,0.375915450259121,52
Linear-PCA,0.798,0,0,0.9975,0,0.23841086254724,53
RBF-PCA,0.8,NaN,0,1,0,0.26477998562012,53
Linear-PCA,0.798,0,0,0.9975,0,0.248499987885327,54
RBF-PCA,0.798,0,0,0.9975,0,0.283324051783527,54
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.332509709192383,55
RBF-PCA,0.8,NaN,0,1,0,0.284434297880204,55
Linear-PCA,0.8,NaN,0,1,0,0.402599354779206,56
RBF-PCA,0.8,NaN,0,1,0,0.380981562098266,56
Linear-PCA,0.8,NaN,0,1,0,0.53731586451527,57
RBF-PCA,0.8,NaN,0,1,0,0.35833732439033,57
Linear-PCA,0.798,0,0,0.9975,0,0.352024389207527,58
RBF-PCA,0.8,NaN,0,1,0,0.346254939447534,58
Linear-PCA,0.8,NaN,0,1,0,0.319297633016618,59
RBF-PCA,0.8,NaN,0,1,0,0.368636356043732,59
Linear-PCA,0.8,NaN,0,1,0,0.266883997352179,60
RBF-PCA,0.8,NaN,0,1,0,0.301675897670195,60
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.483050289286665,61
RBF-PCA,0.8,NaN,0,1,0,0.406661998949642,61
Linear-PCA,0.8,NaN,0,1,0,0.338223072939521,62
RBF-PCA,0.8,NaN,0,1,0,0.307145656197724,62
Linear-PCA,0.798,0,0,0.9975,0,0.320160941822708,63
RBF-PCA,0.8,NaN,0,1,0,0.302321876554764,63
Linear-PCA,0.8,NaN,0,1,0,0.332385253541434,64
RBF-PCA,0.8,NaN,0,1,0,0.329402273366392,64
Linear-PCA,0.8,NaN,0,1,0,0.298207964105516,65
RBF-PCA,0.8,NaN,0,1,0,0.325433378949806,65
Linear-PCA,0.8,NaN,0,1,0,0.370516122215832,66
RBF-PCA,0.8,NaN,0,1,0,0.312449174068915,66
Linear-PCA,0.796,0,0,0.995,0,0.283791828400095,67
RBF-PCA,0.8,NaN,0,1,0,0.275565257952934,67
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.285682583580098,68
RBF-PCA,0.796,0,0,0.995,0,0.274262484252585,68
Linear-PCA,0.8,NaN,0,1,0,0.36280537320126,69
RBF-PCA,0.8,NaN,0,1,0,0.295943201696827,69
Linear-PCA,0.8,NaN,0,1,0,0.27486109760257,70
RBF-PCA,0.8,NaN,0,1,0,0.305725695662233,70
Linear-PCA,0.8,NaN,0,1,0,0.274255064677689,71
RBF-PCA,0.798,0,0,0.9975,0,0.288085943956541,71
Linear-PCA,0.8,NaN,0,1,0,0.381846857532446,72
RBF-PCA,0.8,NaN,0,1,0,0.323659945064005,72
Linear-PCA,0.8,NaN,0,1,0,0.363126058867715,73
RBF-PCA,0.8,NaN,0,1,0,0.349546379283971,73
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.300177909887453,74
RBF-PCA,0.8,NaN,0,1,0,0.333383282228256,74
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.305520542047329,75
RBF-PCA,0.8,NaN,0,1,0,0.286578961859902,75
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.354163630578931,76
RBF-PCA,0.8,NaN,0,1,0,0.343955398202326,76
Linear-PCA,0.798,0,0,0.9975,0,0.296248534289108,77
RBF-PCA,0.8,NaN,0,1,0,0.285564270916695,77
Linear-PCA,0.8,NaN,0,1,0,0.320228668148458,78
RBF-PCA,0.8,NaN,0,1,0,0.319785534829705,78
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.289929213584391,79
RBF-PCA,0.8,NaN,0,1,0,0.310956335879737,79
Linear-PCA,0.8,NaN,0,1,0,0.318360186010237,80
RBF-PCA,0.8,NaN,0,1,0,0.304238187565849,80
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.354232811026306,81
RBF-PCA,0.8,NaN,0,1,0,0.371448541218023,81
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.234665171920812,82
RBF-PCA,0.8,NaN,0,1,0,0.225248603783822,82
Linear-PCA,0.798,0.333333333333333,0.01,0.995,0.0194174757281553,0.309124991082335,83
RBF-PCA,0.8,NaN,0,1,0,0.320281200253249,83
Linear-PCA,0.8,NaN,0,1,0,0.394535802149628,84
RBF-PCA,0.8,NaN,0,1,0,0.367926075052817,84
Linear-PCA,0.798,0,0,0.9975,0,0.274848128801441,85
RBF-PCA,0.8,NaN,0,1,0,0.27384022720085,85
Linear-PCA,0.8,NaN,0,1,0,0.250957770999567,86
RBF-PCA,0.8,NaN,0,1,0,0.253189134954007,86
Linear-PCA,0.8,NaN,0,1,0,0.345761820562055,87
RBF-PCA,0.8,NaN,0,1,0,0.38279485721332,87
Linear-PCA,0.8,NaN,0,1,0,0.279342606306203,88
RBF-PCA,0.8,NaN,0,1,0,0.282598254415834,88
Linear-PCA,0.8,NaN,0,1,0,0.324171678452557,89
RBF-PCA,0.8,NaN,0,1,0,0.325215683961115,89
