iteration,name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
11,robustcov,0.9,NaN,0,1,0,0
12,robustcov,0.9,NaN,0,1,0,0
13,robustcov,0.9,NaN,0,1,0,0
14,robustcov,0.9,NaN,0,1,0,0
15,robustcov,0.9,NaN,0,1,0,0
16,robustcov,0.913333333333333,0.535714285714286,1,0.903703703703704,0.697674418604651,0.983333333333333
17,robustcov,0.9,NaN,0,1,0,0
18,robustcov,0.9,NaN,0,1,0,0
19,robustcov,0.9,NaN,0,1,0,0
20,robustcov,0.9,NaN,0,1,0,0
21,robustcov,0.9,NaN,0,1,0,0
22,robustcov,0.9,NaN,0,1,0,0
23,robustcov,0.9,NaN,0,1,0,0
24,robustcov,0.9,NaN,0,1,0,0
25,robustcov,0.9,NaN,0,1,0,0
26,robustcov,0.9,NaN,0,1,0,0
27,robustcov,0.9,NaN,0,1,0,0
28,robustcov,0.9,NaN,0,1,0,0
29,robustcov,0.9,NaN,0,1,0,0
30,robustcov,0.9,NaN,0,1,0,0
31,robustcov,0.9,NaN,0,1,0,0
32,robustcov,0.9,NaN,0,1,0,0
33,robustcov,0.9,NaN,0,1,0,0
34,robustcov,0.926666666666667,0.576923076923077,1,0.918518518518519,0.731707317073171,0.983333333333333
35,robustcov,0.9,NaN,0,1,0,0
36,robustcov,0.9,NaN,0,1,0,0
37,robustcov,0.9,NaN,0,1,0,0
38,robustcov,0.9,NaN,0,1,0,0
39,robustcov,0.9,NaN,0,1,0,0
40,robustcov,0.9,NaN,0,1,0,0
41,robustcov,0.9,NaN,0,1,0,0
42,robustcov,0.9,NaN,0,1,0,0
43,robustcov,0.9,NaN,0,1,0,0
44,robustcov,0.9,NaN,0,1,0,0
45,robustcov,0.9,NaN,0,1,0,0
46,robustcov,0.9,NaN,0,1,0,0
47,robustcov,0.9,NaN,0,1,0,0
48,robustcov,0.9,NaN,0,1,0,0
49,robustcov,0.9,NaN,0,1,0,0
50,robustcov,0.9,NaN,0,1,0,0
51,robustcov,0.9,NaN,0,1,0,0
52,robustcov,0.9,NaN,0,1,0,0
53,robustcov,0.9,NaN,0,1,0,0
54,robustcov,0.9,NaN,0,1,0,0
55,robustcov,0.9,NaN,0,1,0,0
56,robustcov,0.9,NaN,0,1,0,0
57,robustcov,0.9,NaN,0,1,0,0
58,robustcov,0.9,NaN,0,1,0,0
59,robustcov,0.9,NaN,0,1,0,0
60,robustcov,0.9,NaN,0,1,0,0
61,robustcov,0.915,0.540540540540541,1,0.905555555555556,0.701754385964912,0.983333333333333
62,robustcov,0.9,NaN,0,1,0,0
63,robustcov,0.9,NaN,0,1,0,0
64,robustcov,0.9,NaN,0,1,0,0
65,robustcov,0.9,NaN,0,1,0,0
66,robustcov,0.9,NaN,0,1,0,0
67,robustcov,0.9,NaN,0,1,0,0
68,robustcov,0.9,NaN,0,1,0,0
69,robustcov,0.9,NaN,0,1,0,0
70,robustcov,0.9,NaN,0,1,0,0
71,robustcov,0.9,NaN,0,1,0,0
72,robustcov,0.9,NaN,0,1,0,0
73,robustcov,0.9,NaN,0,1,0,0
74,robustcov,0.9,NaN,0,1,0,0
75,robustcov,0.9,NaN,0,1,0,0
76,robustcov,0.9,NaN,0,1,0,0
77,robustcov,0.9,NaN,0,1,0,0
78,robustcov,0.9,NaN,0,1,0,0
79,robustcov,0.9,NaN,0,1,0,0
80,robustcov,0.9,NaN,0,1,0,0
81,robustcov,0.9,NaN,0,1,0,0
82,robustcov,0.9,NaN,0,1,0,0
83,robustcov,0.9,NaN,0,1,0,0
84,robustcov,0.9,NaN,0,1,0,0
85,robustcov,0.9,NaN,0,1,0,0
86,robustcov,0.9,NaN,0,1,0,0
87,robustcov,0.951666666666667,0.674157303370786,1,0.946296296296296,0.805369127516778,0.983333333333333
88,robustcov,0.9,NaN,0,1,0,0
89,robustcov,0.9,NaN,0,1,0,0
90,robustcov,0.9,NaN,0,1,0,0
91,robustcov,0.9,NaN,0,1,0,0
92,robustcov,0.9,NaN,0,1,0,0
93,robustcov,0.9,NaN,0,1,0,0
94,robustcov,0.9,NaN,0,1,0,0
95,robustcov,0.9,NaN,0,1,0,0
96,robustcov,0.9,NaN,0,1,0,0
97,robustcov,0.9,NaN,0,1,0,0
98,robustcov,0.9,NaN,0,1,0,0
99,robustcov,0.9,NaN,0,1,0,0
100,robustcov,0.9,NaN,0,1,0,0
