iteration,name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
53,kMRCD,0.938333333333333,0.896551724137931,0.433333333333333,0.994444444444444,0.584269662921348,0.745304016521879
54,kMRCD,0.94,0.772727272727273,0.566666666666667,0.981481481481482,0.653846153846154,0.726912521175813
55,kMRCD,0.921666666666667,0.658536585365854,0.45,0.974074074074074,0.534653465346535,0.660846258242452
56,kMRCD,0.95,0.788461538461538,0.683333333333333,0.97962962962963,0.732142857142857,0.801553377221142
57,kMRCD,0.935,0.769230769230769,0.5,0.983333333333333,0.606060606060606,0.758800980399282
58,kMRCD,0.926666666666667,0.710526315789474,0.45,0.97962962962963,0.551020408163265,0.661052198908981
59,kMRCD,0.936666666666667,0.683333333333333,0.683333333333333,0.964814814814815,0.683333333333333,0.742472840379953
60,kMRCD,0.951666666666667,0.86046511627907,0.616666666666667,0.988888888888889,0.718446601941748,0.815732294237902
61,kMRCD,0.94,0.785714285714286,0.55,0.983333333333333,0.647058823529412,0.748800015731686
62,kMRCD,0.941666666666667,0.735849056603774,0.65,0.974074074074074,0.690265486725664,0.708398241590703
63,kMRCD,0.935,0.690909090909091,0.633333333333333,0.968518518518519,0.660869565217391,0.640171833304295
64,kMRCD,0.938333333333333,0.725490196078431,0.616666666666667,0.974074074074074,0.666666666666667,0.765711628919784
65,kMRCD,0.935,0.783783783783784,0.483333333333333,0.985185185185185,0.597938144329897,0.674794538215102
66,kMRCD,0.936666666666667,0.75,0.55,0.97962962962963,0.634615384615385,0.713760149153498
67,kMRCD,0.936666666666667,0.75,0.55,0.97962962962963,0.634615384615385,0.714064813424694
68,kMRCD,0.943333333333333,0.80952380952381,0.566666666666667,0.985185185185185,0.666666666666667,0.719541456145407
69,kMRCD,0.921666666666667,0.76,0.316666666666667,0.988888888888889,0.447058823529412,0.59431156584648
70,kMRCD,0.94,0.760869565217391,0.583333333333333,0.97962962962963,0.660377358490566,0.733613567398922
71,kMRCD,0.938333333333333,0.870967741935484,0.45,0.992592592592593,0.593406593406593,0.737279497292415
72,kMRCD,0.93,0.714285714285714,0.5,0.977777777777778,0.588235294117647,0.644629137794912
73,kMRCD,0.923333333333333,0.64,0.533333333333333,0.966666666666667,0.581818181818182,0.639981552502996
74,kMRCD,0.946666666666667,0.868421052631579,0.55,0.990740740740741,0.673469387755102,0.75929267376473
75,kMRCD,0.945,0.864864864864865,0.533333333333333,0.990740740740741,0.65979381443299,0.745393677511515
76,kMRCD,0.938333333333333,0.810810810810811,0.5,0.987037037037037,0.618556701030928,0.763886894833928
77,kMRCD,0.943333333333333,0.75,0.65,0.975925925925926,0.696428571428571,0.707606484145026
78,kMRCD,0.928333333333333,0.72972972972973,0.45,0.981481481481482,0.556701030927835,0.666733693302816
79,kMRCD,0.945,0.846153846153846,0.55,0.988888888888889,0.666666666666667,0.722056114454395
80,kMRCD,0.94,0.785714285714286,0.55,0.983333333333333,0.647058823529412,0.732921232813615
81,kMRCD,0.926666666666667,0.69047619047619,0.483333333333333,0.975925925925926,0.568627450980392,0.643692629382454
82,kMRCD,0.948333333333333,0.837209302325581,0.6,0.987037037037037,0.699029126213592,0.726761431683285
83,kMRCD,0.943333333333333,0.732142857142857,0.683333333333333,0.972222222222222,0.706896551724138,0.713428921973582
84,kMRCD,0.951666666666667,0.844444444444444,0.633333333333333,0.987037037037037,0.723809523809524,0.736852351164726
85,kMRCD,0.943333333333333,0.795454545454545,0.583333333333333,0.983333333333333,0.673076923076923,0.789967193929751
86,kMRCD,0.941666666666667,0.82051282051282,0.533333333333333,0.987037037037037,0.646464646464647,0.712616595105571
87,kMRCD,0.95,0.894736842105263,0.566666666666667,0.992592592592593,0.693877551020408,0.800198513907515
88,kMRCD,0.946666666666667,0.818181818181818,0.6,0.985185185185185,0.692307692307692,0.77947497531064
89,kMRCD,0.933333333333333,0.857142857142857,0.4,0.992592592592593,0.545454545454545,0.694668321965903
90,kMRCD,0.926666666666667,0.710526315789474,0.45,0.97962962962963,0.551020408163265,0.636101015554642
91,kMRCD,0.94,0.722222222222222,0.65,0.972222222222222,0.684210526315789,0.740506147793403
92,kMRCD,0.94,0.8,0.533333333333333,0.985185185185185,0.64,0.659888163812663
93,kMRCD,0.945,0.885714285714286,0.516666666666667,0.992592592592593,0.652631578947368,0.789115009541998
94,kMRCD,0.931666666666667,0.787878787878788,0.433333333333333,0.987037037037037,0.559139784946237,0.67702082541149
95,kMRCD,0.926666666666667,0.621212121212121,0.683333333333333,0.953703703703704,0.650793650793651,0.670874339340499
96,kMRCD,0.946666666666667,0.769230769230769,0.666666666666667,0.977777777777778,0.714285714285714,0.718757187808822
97,kMRCD,0.94,0.75,0.6,0.977777777777778,0.666666666666667,0.777400210806909
98,kMRCD,0.923333333333333,0.71875,0.383333333333333,0.983333333333333,0.5,0.662620950051018
99,kMRCD,0.921666666666667,0.709677419354839,0.366666666666667,0.983333333333333,0.483516483516484,0.613329628243634
100,kMRCD,0.926666666666667,0.7,0.466666666666667,0.977777777777778,0.56,0.605325265986589
1,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982791292085316
2,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982511160258574
3,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
4,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.971310474882101
5,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
6,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979609686017795
7,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982240290263823
8,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981341029138929
9,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.961971788228601
10,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977430398892323
11,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
12,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.976464093568177
13,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978627950644795
14,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978985339506173
15,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.974415412504153
16,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980935127674258
17,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981907894151524
18,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979558717577954
19,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980082495089977
20,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
21,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.973549259215269
22,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977439573451218
23,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978607450852271
24,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977906540330821
25,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981907894151524
26,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980230970495037
27,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982041266025641
28,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980006958768833
29,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981185416500101
30,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981422016655079
31,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.98028850571828
32,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
33,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981157599559304
34,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979424728265241
35,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982253150303314
36,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979498563829124
37,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.97902559804014
38,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978351261816848
39,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
40,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979508762518597
41,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978307112989498
42,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.97560385560351
43,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980850413813711
44,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977887356535375
45,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977323284401922
46,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.974219565179404
47,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979150514919503
48,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
49,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.98089371752579
50,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982240290263823
51,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.975116845951737
52,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.975441884861047
53,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980506313049748
54,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
55,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.977075499158304
56,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.974042266479282
57,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
58,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979307632875472
59,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.98195536916505
60,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
61,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978232464456433
62,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
63,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978624755036079
64,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982777700595844
65,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.972032116486814
66,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.976790083350701
67,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.974200749335478
68,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978799538985018
69,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980465629352443
70,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.975123592107811
71,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981476213100126
72,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.971164699095498
73,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979582791440541
74,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980870079613218
75,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981133461199837
76,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
77,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.969601027489843
78,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980158583240775
79,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
80,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
81,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983057832422586
82,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979907653354462
83,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.98001897006777
84,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982777700595844
85,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979232637441516
86,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980863303808382
87,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.981172133995922
88,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979682403766438
89,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980723639307703
90,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.976614357193487
91,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.979902345965358
92,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982202902505743
93,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980850413813711
94,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.98195536916505
95,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982240290263823
96,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.978174170999456
97,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.983333333333333
98,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.980794816589466
99,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.982253150303314
100,lof,0.8,0.333333333333333,1,0.777777777777778,0.5,0.970666751814545
1,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.91500970303024
2,iforest,0.808333333333333,0.342857142857143,1,0.787037037037037,0.51063829787234,0.930147043272574
3,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.956179836828896
4,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.861874118760434
5,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.92800343266428
6,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.889539676776113
7,iforest,0.811666666666667,0.346820809248555,1,0.790740740740741,0.515021459227468,0.936279679810507
8,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.941165523047221
9,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.86773357740876
10,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.901366059029344
11,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.942887779887061
12,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.860249095539211
13,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.93272669064849
14,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.930588463724487
15,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.862249021228721
16,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.932127732028364
17,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.95940400146673
18,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.877319585265001
19,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.916835742479089
20,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.956052070402327
21,iforest,0.813333333333333,0.348837209302326,1,0.792592592592593,0.517241379310345,0.953303295281369
22,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.917867516083244
23,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.889256332887791
24,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.903316311380964
25,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.922948438548126
26,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.894999205372872
27,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.943073491400031
28,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.924428730992436
29,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.949280525301535
30,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.918502840781367
31,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.947858430577458
32,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.963497886437223
33,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.898052073207681
34,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.931980939006704
35,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.932348352526745
36,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.931157799270434
37,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.940134082002431
38,iforest,0.798333333333333,0.329608938547486,0.983333333333333,0.777777777777778,0.493723849372385,0.924811630425934
39,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.926427221560098
40,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.914827758425481
41,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.88657548246361
42,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.902880200410451
43,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.926372617149059
44,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.936129864342326
45,iforest,0.808333333333333,0.341040462427746,0.983333333333333,0.788888888888889,0.506437768240343,0.873172707894753
46,iforest,0.795,0.324022346368715,0.966666666666667,0.775925925925926,0.485355648535565,0.919552142049256
47,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.93159698565788
48,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.907073180358233
49,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.929169523879552
50,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.931634330175907
51,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.891500046999003
52,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.936363997220066
53,iforest,0.796666666666667,0.327777777777778,0.983333333333333,0.775925925925926,0.491666666666667,0.952325145839547
54,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.943417717102488
55,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.906555650099836
56,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.925479524830937
57,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.936824844025388
58,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.878012565505747
59,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.95126221107203
60,iforest,0.798333333333333,0.329608938547486,0.983333333333333,0.777777777777778,0.493723849372385,0.939777596413705
61,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.928606712920444
62,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.933250320453436
63,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.926459554103292
64,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.917941576916966
65,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.924671780682767
66,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.875919242136586
67,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.932843264416956
68,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.894165026229732
69,iforest,0.796666666666667,0.327777777777778,0.983333333333333,0.775925925925926,0.491666666666667,0.906720399161832
70,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.899968899707996
71,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.913393836945927
72,iforest,0.798333333333333,0.329608938547486,0.983333333333333,0.777777777777778,0.493723849372385,0.894470948271983
73,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.891334545880757
74,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.899770318499039
75,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.941510928205548
76,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.960856249436004
77,iforest,0.803333333333333,0.335227272727273,0.983333333333333,0.783333333333333,0.5,0.906470895885804
78,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.932756513933889
79,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.95391915191911
80,iforest,0.796666666666667,0.327777777777778,0.983333333333333,0.775925925925926,0.491666666666667,0.896690750225941
81,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.950456818287664
82,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.847086659996152
83,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.888607775303281
84,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.914860970277471
85,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.951559271273792
86,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.944190872622071
87,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.951027136561059
88,iforest,0.806666666666667,0.340909090909091,1,0.785185185185185,0.508474576271186,0.955546203325766
89,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.913542576870378
90,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.880359750663692
91,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.923070349237107
92,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.911972188900699
93,iforest,0.8,0.331460674157303,0.983333333333333,0.77962962962963,0.495798319327731,0.935956827084117
94,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.947761129133401
95,iforest,0.801666666666667,0.335195530726257,1,0.77962962962963,0.502092050209205,0.923440381115787
96,iforest,0.8,0.333333333333333,1,0.777777777777778,0.5,0.90474475919438
97,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.937930878372987
98,iforest,0.805,0.338983050847458,1,0.783333333333333,0.506329113924051,0.898915837538499
99,iforest,0.803333333333333,0.337078651685393,1,0.781481481481481,0.504201680672269,0.856699873986897
100,iforest,0.796666666666667,0.327777777777778,0.983333333333333,0.775925925925926,0.491666666666667,0.895156477621708
1,robustcov,0.9,NaN,0,1,0,0
2,robustcov,0.9,NaN,0,1,0,0
3,robustcov,0.9,NaN,0,1,0,0
4,robustcov,0.9,NaN,0,1,0,0
5,robustcov,0.9,NaN,0,1,0,0
6,robustcov,0.9,NaN,0,1,0,0
7,robustcov,0.9,NaN,0,1,0,0
8,robustcov,0.9,NaN,0,1,0,0
9,robustcov,0.9,NaN,0,1,0,0
10,robustcov,0.9,NaN,0,1,0,0
