"accuracy","precision","sensitivity","specificity","f1Score","aucpr","name","iteration"
0.1,0.1,1,0,0.181818181818182,0.581048389872519,"MRCD",1
0.1,0.1,1,0,0.181818181818182,0.424266215063941,"MRCD",2
0.1,0.1,1,0,0.181818181818182,0.343568102162557,"MRCD",3
0.1,0.1,1,0,0.181818181818182,0.523725559118275,"MRCD",4
0.1,0.1,1,0,0.181818181818182,0.58316089845826,"MRCD",5
0.1,0.1,1,0,0.181818181818182,0.341322142221608,"MRCD",6
0.1,0.1,1,0,0.181818181818182,0.345126872798858,"MRCD",7
0.1,0.1,1,0,0.181818181818182,0.554824915439938,"MRCD",8
0.1,0.1,1,0,0.181818181818182,0.435605235743824,"MRCD",9
0.1,0.1,1,0,0.181818181818182,0.674764199466284,"MRCD",10
0.1,0.1,1,0,0.181818181818182,0.413525607588924,"MRCD",11
0.1,0.1,1,0,0.181818181818182,0.427066415573729,"MRCD",12
0.1,0.1,1,0,0.181818181818182,0.593501743972432,"MRCD",13
0.1,0.1,1,0,0.181818181818182,0.398482160971405,"MRCD",14
0.1,0.1,1,0,0.181818181818182,0.459852212100555,"MRCD",15
0.1,0.1,1,0,0.181818181818182,0.421268419497184,"MRCD",16
0.1,0.1,1,0,0.181818181818182,0.504303361265756,"MRCD",17
0.1,0.1,1,0,0.181818181818182,0.475053955749888,"MRCD",18
0.1,0.1,1,0,0.181818181818182,0.410817526589,"MRCD",19
0.1,0.1,1,0,0.181818181818182,0.425463397138565,"MRCD",20
0.1,0.1,1,0,0.181818181818182,0.411805111728307,"MRCD",21
0.1,0.1,1,0,0.181818181818182,0.487811574573729,"MRCD",22
0.1,0.1,1,0,0.181818181818182,0.509700149030669,"MRCD",23
0.1,0.1,1,0,0.181818181818182,0.423387652389586,"MRCD",24
0.1,0.1,1,0,0.181818181818182,0.55117937426265,"MRCD",25
0.1,0.1,1,0,0.181818181818182,0.425083365245665,"MRCD",26
0.1,0.1,1,0,0.181818181818182,0.346440395876425,"MRCD",27
0.1,0.1,1,0,0.181818181818182,0.446355112679251,"MRCD",28
0.1,0.1,1,0,0.181818181818182,0.419566524434101,"MRCD",29
0.1,0.1,1,0,0.181818181818182,0.440314347898355,"MRCD",30
0.1,0.1,1,0,0.181818181818182,0.523682600100924,"MRCD",31
0.1,0.1,1,0,0.181818181818182,0.44956801272718,"MRCD",32
0.1,0.1,1,0,0.181818181818182,0.545674339574799,"MRCD",33
0.1,0.1,1,0,0.181818181818182,0.527066690783605,"MRCD",34
0.1,0.1,1,0,0.181818181818182,0.354562037744025,"MRCD",35
0.1,0.1,1,0,0.181818181818182,0.412956359093045,"MRCD",36
0.1,0.1,1,0,0.181818181818182,0.295782913459036,"MRCD",37
0.1,0.1,1,0,0.181818181818182,0.429404315087642,"MRCD",38
0.1,0.1,1,0,0.181818181818182,0.539107686543868,"MRCD",39
0.1,0.1,1,0,0.181818181818182,0.459749127267711,"MRCD",40
0.1,0.1,1,0,0.181818181818182,0.231684311163739,"MRCD",41
0.1,0.1,1,0,0.181818181818182,0.552940244675136,"MRCD",42
0.1,0.1,1,0,0.181818181818182,0.49404611426719,"MRCD",43
0.1,0.1,1,0,0.181818181818182,0.517488173836776,"MRCD",44
0.1,0.1,1,0,0.181818181818182,0.429168510219947,"MRCD",45
0.1,0.1,1,0,0.181818181818182,0.637513554106381,"MRCD",46
0.1,0.1,1,0,0.181818181818182,0.496587209392399,"MRCD",47
0.1,0.1,1,0,0.181818181818182,0.553148393599276,"MRCD",48
0.1,0.1,1,0,0.181818181818182,0.388019969096244,"MRCD",49
0.1,0.1,1,0,0.181818181818182,0.516077082362389,"MRCD",50
0.1,0.1,1,0,0.181818181818182,0.382753613311794,"MRCD",51
0.1,0.1,1,0,0.181818181818182,0.546201065105174,"MRCD",52
0.1,0.1,1,0,0.181818181818182,0.342981552770744,"MRCD",53
0.1,0.1,1,0,0.181818181818182,0.384748376147731,"MRCD",54
0.1,0.1,1,0,0.181818181818182,0.51079679431908,"MRCD",55
0.1,0.1,1,0,0.181818181818182,0.485135365773343,"MRCD",56
0.1,0.1,1,0,0.181818181818182,0.432275367346893,"MRCD",57
0.1,0.1,1,0,0.181818181818182,0.375623509777151,"MRCD",58
0.1,0.1,1,0,0.181818181818182,0.440699968124829,"MRCD",59
0.1,0.1,1,0,0.181818181818182,0.421039866715127,"MRCD",60
0.1,0.1,1,0,0.181818181818182,0.380287613220171,"MRCD",61
0.1,0.1,1,0,0.181818181818182,0.395474428849104,"MRCD",62
0.1,0.1,1,0,0.181818181818182,0.457171549782418,"MRCD",63
0.1,0.1,1,0,0.181818181818182,0.493200681571642,"MRCD",64
0.1,0.1,1,0,0.181818181818182,0.37450337040389,"MRCD",65
0.1,0.1,1,0,0.181818181818182,0.412403497965004,"MRCD",66
0.1,0.1,1,0,0.181818181818182,0.45459319662126,"MRCD",67
0.1,0.1,1,0,0.181818181818182,0.373954467592166,"MRCD",68
0.1,0.1,1,0,0.181818181818182,0.517979482535289,"MRCD",69
0.1,0.1,1,0,0.181818181818182,0.282316466128542,"MRCD",70
0.1,0.1,1,0,0.181818181818182,0.4306774423495,"MRCD",71
0.1,0.1,1,0,0.181818181818182,0.406341490363999,"MRCD",72
0.1,0.1,1,0,0.181818181818182,0.549095596369952,"MRCD",73
0.1,0.1,1,0,0.181818181818182,0.416309318271583,"MRCD",74
0.1,0.1,1,0,0.181818181818182,0.416099197680998,"MRCD",75
0.1,0.1,1,0,0.181818181818182,0.373116211550533,"MRCD",76
0.1,0.1,1,0,0.181818181818182,0.501174365802158,"MRCD",77
0.1,0.1,1,0,0.181818181818182,0.504742387649732,"MRCD",78
0.1,0.1,1,0,0.181818181818182,0.486880917177759,"MRCD",79
