accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.638,0.233552631578947,0.355,0.70875,0.281746031746032,0.260634004869105
0.614,0.19,0.285,0.69625,0.228,0.196490051068279
0.688,0.313333333333333,0.47,0.7425,0.376,0.330632242862098
0.668,0.28,0.42,0.73,0.336,0.278270482076859
0.668,0.28,0.42,0.73,0.336,0.264056098022294
