accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.8,NaN,0,1,0,0.270483848378611
0.62,0.2,0.3,0.7,0.24,0.199779537859637
0.652,0.248299319727891,0.365,0.72375,0.295546558704453,0.234613614480012
0.638,0.23,0.345,0.71125,0.276,0.234143989421559
0.658,0.263333333333333,0.395,0.72375,0.316,0.259538878296907
