accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.8,NaN,0,1,0,0.28511541918247
0.618,0.196666666666667,0.295,0.69875,0.236,0.197949710579997
0.639,0.230769230769231,0.345,0.7125,0.276553106212425,0.237932606495837
0.638,0.23,0.345,0.71125,0.276,0.232824614422093
0.642,0.236666666666667,0.355,0.71375,0.284,0.242702374394542
