accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.75,0.13953488372093,1,0.73943661971831,0.244897959183673,0.720634920634921
0.959459459459459,NaN,0,1,0,0
0.743243243243243,0.136363636363636,1,0.732394366197183,0.24,0.695138888888889
0.743243243243243,0.136363636363636,1,0.732394366197183,0.24,0.833333333333333
