accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.591,0.152823920265781,0.23,0.68125,0.183632734530938,0.155201988797085
0.576,0.126666666666667,0.19,0.6725,0.152,0.149884081572329
0.589,0.144781144781145,0.215,0.6825,0.173038229376258,0.173521011157899
0.622,0.203333333333333,0.305,0.70125,0.244,0.200379007189543
0.58,0.133333333333333,0.2,0.675,0.16,0.16470741033519
