accuracy,precision,sensitivity,specificity,f1Score,aucpr
0.773,0.0344827586206897,0.005,0.965,0.00873362445414847,0.551586298527846
0.54,0.0666666666666667,0.1,0.65,0.08,0.12529898886596
0.51,0.0166666666666667,0.025,0.63125,0.02,0.120471424553108
0.538,0.0633333333333333,0.095,0.64875,0.076,0.128723500578594
0.593,0.153846153846154,0.23,0.68375,0.18436873747495,0.188585225285843
